transaction_id,date,amount,transaction_type,transaction_duration_secs,is_recurring,location,device_id,merchant_id,channel,is_anomaly,is_weekend,day_of_week,hour_of_day,is_holiday,customer_age,amount_percentile,is_new_merchant,is_new_device,time_since_last_tx_secs,rolling_mean_3mo_amount,rolling_std_3mo_amount
593,2016-07-13 01:14:07,69.92,debit,23,0,"Los Angeles, CA",device_A,merchant_067,online,0,0,2,1,0,26,0.8522,0,0,176026.0,48.51,29.37
594,2016-07-13 11:29:23,38.79,debit,122,0,"San Francisco, CA",device_A,merchant_069,online,0,0,2,11,0,26,0.4482,0,0,36916.0,48.52,29.37
595,2016-07-14 02:09:37,66.06,debit,141,0,"New York, NY",device_A,merchant_224,online,0,0,3,2,0,26,0.8262,0,0,52814.0,48.99,29.31
596,2016-07-15 02:49:47,12.12,debit,84,0,"Los Angeles, CA",device_B,merchant_105,branch,0,0,4,2,0,26,0.0086,0,0,88810.0,48.7,29.55
597,2016-07-15 13:03:02,79.74,credit,106,0,"Los Angeles, CA",device_A,merchant_202,atm,0,0,4,13,0,26,0.9046,1,0,36795.0,49.32,29.61
598,2016-07-17 00:32:49,63.01,debit,64,0,"Los Angeles, CA",device_A,merchant_038,online,0,1,6,0,0,26,0.8004,0,0,127787.0,49.61,29.61
599,2016-07-18 07:20:20,23.48,debit,153,0,"Los Angeles, CA",device_D,merchant_070,atm,0,0,0,7,0,26,0.1434,0,0,110851.0,47.96,26.71
600,2016-07-18 21:35:07,45.88,credit,125,0,Online,device_D,merchant_203,online,0,0,0,21,0,26,0.5838,0,0,51287.0,47.99,26.71
601,2016-07-19 18:50:19,14.69,debit,52,0,"Los Angeles, CA",device_B,merchant_081,mobile,0,0,1,18,0,26,0.0222,0,0,76512.0,47.81,26.88
602,2016-07-19 23:02:33,27.61,debit,48,1,"New York, NY",device_C,merchant_187,online,0,0,1,23,0,26,0.2216,0,0,15134.0,47.71,26.93
603,2016-07-20 01:20:39,69.95,credit,61,0,Online,device_D,merchant_066,atm,0,0,2,1,0,26,0.8526,0,0,8286.0,48.13,26.99
604,2016-07-20 01:23:26,40.19,debit,17,0,"Los Angeles, CA",device_B,merchant_041,branch,0,0,2,1,0,26,0.4774,0,0,167.0,47.81,26.92
605,2016-07-20 05:47:02,39.09,debit,40,0,"San Francisco, CA",device_B,merchant_024,branch,0,0,2,5,0,26,0.4534,0,0,15816.0,47.82,26.91
606,2016-07-22 09:22:21,41.37,debit,75,0,"Los Angeles, CA",device_C,merchant_178,online,0,0,4,9,0,26,0.5026,0,0,185719.0,47.27,26.54
607,2016-07-23 06:28:41,39.03,debit,89,0,"Los Angeles, CA",device_B,merchant_005,online,0,1,5,6,0,26,0.452,0,0,75980.0,47.32,26.52
608,2016-07-23 10:55:31,66.27,debit,69,0,"Los Angeles, CA",device_A,merchant_021,branch,0,1,5,10,0,26,0.8284,0,0,16010.0,47.66,26.56
609,2016-07-23 17:58:08,29.68,debit,85,0,"Los Angeles, CA",device_A,merchant_006,online,0,1,5,17,0,26,0.263,0,0,25357.0,47.71,26.53
610,2016-07-24 15:16:13,49.88,debit,26,0,"Los Angeles, CA",device_A,merchant_132,branch,0,1,6,15,0,26,0.6462,0,0,76685.0,47.89,26.48
611,2016-07-25 03:36:26,22.82,debit,40,0,"Los Angeles, CA",device_D,merchant_009,branch,0,0,0,3,0,26,0.132,0,0,44413.0,47.95,26.42
612,2016-07-25 20:38:41,58.59,debit,96,0,"San Francisco, CA",device_B,merchant_069,branch,0,0,0,20,0,26,0.7536,0,0,61335.0,48.45,26.19
613,2016-07-26 02:07:06,34.44,debit,117,0,"New York, NY",device_C,merchant_068,online,0,0,1,2,0,26,0.362,0,0,19705.0,48.22,26.22
614,2016-07-26 09:11:57,39.63,debit,136,0,"New York, NY",device_C,merchant_126,branch,0,0,1,9,0,26,0.4622,0,0,25491.0,48.47,26.02
615,2016-07-26 19:03:30,33.75,debit,73,0,Online,device_A,merchant_137,atm,0,0,1,19,0,26,0.3458,0,0,35493.0,48.3,26.07
616,2016-07-27 00:59:42,35.95,debit,45,0,Online,device_B,merchant_146,branch,0,0,2,0,0,26,0.3914,0,0,21372.0,48.34,26.04
617,2016-07-27 14:18:22,24.47,credit,17,0,"Los Angeles, CA",device_A,merchant_059,online,0,0,2,14,0,26,0.16,0,0,47920.0,47.9,26.1
618,2016-07-28 22:51:04,47.69,debit,169,0,"Los Angeles, CA",device_A,merchant_171,online,0,0,3,22,0,26,0.6128,1,0,117162.0,48.24,25.89
619,2016-07-28 23:38:30,53.37,debit,77,0,"Los Angeles, CA",device_C,merchant_080,online,0,0,3,23,0,26,0.6944,0,0,2846.0,48.22,25.89
620,2016-08-01 14:20:01,20.79,debit,137,0,Online,device_B,merchant_194,online,0,0,0,14,0,26,0.094,0,0,312091.0,47.93,26.05
621,2016-08-02 12:43:16,30.02,debit,91,0,"Los Angeles, CA",device_C,merchant_029,atm,0,0,1,12,0,26,0.2702,0,0,80595.0,47.72,26.12
622,2016-08-03 15:43:16,41.06,credit,106,0,"Los Angeles, CA",device_A,merchant_176,mobile,0,0,2,15,0,26,0.496,0,0,97200.0,47.39,26.01
623,2016-08-03 16:13:47,29.98,debit,101,0,"Los Angeles, CA",device_B,merchant_051,online,0,0,2,16,0,26,0.2696,0,0,1831.0,47.26,26.07
624,2016-08-04 03:35:11,36.18,credit,103,0,"Los Angeles, CA",device_A,merchant_170,branch,0,0,3,3,0,26,0.3976,0,0,40884.0,47.53,25.82
625,2016-08-04 21:41:24,90.74,debit,24,0,"Los Angeles, CA",device_B,merchant_036,online,0,0,3,21,0,26,0.9386,0,0,65173.0,47.97,26.22
626,2016-08-05 04:10:56,24.31,credit,73,0,"Los Angeles, CA",device_A,merchant_076,online,0,0,4,4,0,26,0.1562,0,0,23372.0,47.71,26.34
627,2016-08-05 07:18:33,12.73,debit,121,0,"Los Angeles, CA",device_B,merchant_250,online,0,0,4,7,0,26,0.0112,0,0,11257.0,47.46,26.57
628,2016-08-05 12:17:34,29.98,credit,106,0,"Los Angeles, CA",device_A,merchant_105,online,0,0,4,12,0,26,0.2694,0,0,17941.0,47.5,26.54
629,2016-08-06 02:02:01,34.33,debit,139,0,"Los Angeles, CA",device_A,merchant_045,mobile,0,1,5,2,0,26,0.3594,0,0,49467.0,47.5,26.54
630,2016-08-06 19:39:56,31.66,debit,35,0,"Los Angeles, CA",device_B,merchant_101,online,0,1,5,19,0,26,0.305,0,0,63475.0,46.92,26.3
631,2016-08-06 23:48:15,46.27,debit,157,0,"Los Angeles, CA",device_B,merchant_226,atm,0,1,5,23,0,26,0.5892,0,0,14899.0,47.15,26.2
632,2016-08-07 17:08:12,24.19,debit,136,0,"New York, NY",device_B,merchant_163,online,0,1,6,17,0,26,0.1546,0,0,62397.0,47.23,26.12
633,2016-08-07 21:31:36,22.47,credit,17,0,"Los Angeles, CA",device_B,merchant_104,mobile,0,1,6,21,0,26,0.1254,1,0,15804.0,47.27,26.09
634,2016-08-08 13:32:06,28.87,debit,140,0,"Los Angeles, CA",device_D,merchant_006,online,0,0,0,13,0,26,0.2486,0,0,57630.0,47.15,26.15
635,2016-08-10 10:59:46,29.17,debit,93,0,"Los Angeles, CA",device_D,merchant_165,online,0,0,2,10,0,26,0.2536,1,0,163660.0,46.43,25.75
636,2016-08-13 04:30:26,22321.22,credit,109,0,"Tokyo, Japan",device_X39,merchant_036,online,1,1,5,4,0,26,0.999,0,1,235840.0,293.09,2348.19
637,2016-08-13 06:48:30,87.9,debit,50,0,"Los Angeles, CA",device_A,merchant_212,online,0,1,5,6,0,26,0.9336,0,0,8284.0,293.45,2348.15
638,2016-08-13 10:12:18,17.55,credit,114,0,"San Francisco, CA",device_B,merchant_144,online,0,1,5,10,0,26,0.05,0,0,12228.0,293.37,2348.16
639,2016-08-13 15:44:21,15.41,credit,24,0,"New York, NY",device_A,merchant_200,branch,0,1,5,15,0,26,0.0274,0,0,19923.0,293.25,2348.18
640,2016-08-13 16:02:11,38.75,debit,37,0,"Los Angeles, CA",device_A,merchant_236,atm,0,1,5,16,0,26,0.4476,0,0,1070.0,292.98,2348.2
641,2016-08-15 07:17:51,105.19,credit,11,1,Online,device_A,merchant_022,atm,0,0,0,7,0,26,0.9626,0,0,141340.0,293.28,2348.18
642,2016-08-15 18:09:55,56.43,debit,99,0,"Los Angeles, CA",device_A,merchant_069,atm,0,0,0,18,0,26,0.7266,0,0,39124.0,293.58,2348.14
643,2016-08-17 01:19:49,39.79,debit,55,1,"Los Angeles, CA",device_B,merchant_069,online,0,0,2,1,0,26,0.4662,0,0,112194.0,293.11,2348.19
644,2016-08-17 22:23:57,32.2,debit,27,0,"New York, NY",device_A,merchant_246,online,0,0,2,22,0,26,0.3152,0,0,75848.0,293.06,2348.2
645,2016-08-18 03:27:37,69.31,debit,67,0,"Los Angeles, CA",device_A,merchant_063,mobile,0,0,3,3,0,26,0.8486,0,0,18220.0,293.19,2348.18
646,2016-08-19 15:07:28,44.21,credit,2,0,Online,device_C,merchant_237,branch,0,0,4,15,0,26,0.555,0,0,128391.0,292.88,2348.22
647,2016-08-19 21:03:11,96.15,credit,68,0,Online,device_C,merchant_075,branch,0,0,4,21,0,26,0.9498,0,0,21343.0,293.74,2348.13
648,2016-08-20 00:58:07,17.39,debit,146,0,Online,device_C,merchant_107,branch,0,1,5,0,0,26,0.0478,0,0,14096.0,293.37,2348.17
649,2016-08-20 06:44:34,49.99,debit,148,0,"San Francisco, CA",device_A,merchant_019,online,0,1,5,6,0,26,0.6482,0,0,20787.0,293.01,2348.21
650,2016-08-20 12:12:49,30.52,credit,63,1,"New York, NY",device_A,merchant_231,online,0,1,5,12,0,26,0.2796,0,0,19695.0,293.01,2348.21
651,2016-08-20 20:12:24,49.76,debit,72,0,"New York, NY",device_A,merchant_209,online,0,1,5,20,0,26,0.6448,0,0,28775.0,293.29,2348.17
652,2016-08-20 20:35:12,45.85,debit,130,0,"Los Angeles, CA",device_A,merchant_229,online,0,1,5,20,0,26,0.5826,0,0,1368.0,293.23,2348.18
653,2016-08-21 01:00:01,52.19,debit,83,0,"Los Angeles, CA",device_A,merchant_102,online,0,1,6,1,0,26,0.6786,0,0,15889.0,293.33,2348.17
654,2016-08-21 01:08:07,65.94,credit,42,0,"New York, NY",device_C,merchant_126,online,0,1,6,1,0,26,0.8252,0,0,486.0,293.68,2348.13
655,2016-08-21 11:19:06,81.04,debit,156,0,"San Francisco, CA",device_D,merchant_127,atm,0,1,6,11,0,26,0.912,0,0,36659.0,294.13,2348.09
656,2016-08-22 02:39:18,107.32,credit,157,0,Online,device_C,merchant_146,branch,0,0,0,2,0,26,0.9648,0,0,55212.0,295.13,2347.99
657,2016-08-22 16:47:31,40.77,credit,107,0,"San Francisco, CA",device_B,merchant_114,branch,0,0,0,16,0,26,0.4896,0,0,50893.0,295.03,2348.0
658,2016-08-23 04:33:57,30.84,debit,28,0,"Los Angeles, CA",device_B,merchant_073,mobile,0,0,1,4,0,26,0.2882,0,0,42386.0,294.38,2348.06
659,2016-08-24 00:08:41,21.91,debit,105,0,"Los Angeles, CA",device_C,merchant_114,online,0,0,2,0,0,26,0.115,0,0,70484.0,294.31,2348.07
660,2016-08-24 09:01:55,50.27,credit,112,0,"Los Angeles, CA",device_D,merchant_243,online,0,0,2,9,0,26,0.652,0,0,31994.0,294.57,2348.04
661,2016-08-24 10:35:21,61.4,debit,133,0,Online,device_B,merchant_145,atm,0,0,2,10,0,26,0.7846,1,0,5606.0,294.76,2348.02
662,2016-08-24 11:26:55,20.61,credit,15,1,"New York, NY",device_A,merchant_041,online,0,0,2,11,0,26,0.0904,0,0,3094.0,293.12,2348.16
663,2016-08-24 11:35:28,71.69,credit,110,0,"Los Angeles, CA",device_A,merchant_161,online,0,0,2,11,0,26,0.8638,0,0,513.0,293.14,2348.16
664,2016-08-25 00:32:41,38.45,debit,73,0,"San Francisco, CA",device_B,merchant_212,online,0,0,3,0,0,26,0.441,0,0,46633.0,293.14,2348.16
665,2016-08-27 12:33:49,21.59,credit,160,0,Online,device_A,merchant_183,online,0,1,5,12,0,26,0.1086,0,0,216068.0,292.92,2348.19
666,2016-08-28 19:27:17,26.47,credit,90,0,Online,device_D,merchant_082,atm,0,1,6,19,0,26,0.2,1,0,111208.0,292.4,2348.24
667,2016-08-30 07:47:22,25.24,credit,37,0,"New York, NY",device_B,merchant_152,online,0,0,1,7,0,26,0.1748,1,0,130805.0,292.39,2348.24
668,2016-09-01 00:55:59,25.46,debit,143,0,"Los Angeles, CA",device_B,merchant_077,atm,0,0,3,0,0,26,0.179,0,0,148117.0,292.06,2348.28
669,2016-09-01 01:09:18,53.78,debit,169,0,"New York, NY",device_A,merchant_168,atm,0,0,3,1,0,26,0.6978,0,0,799.0,292.41,2348.24
670,2016-09-01 08:15:55,62.3,debit,4,0,"Los Angeles, CA",device_A,merchant_028,online,0,0,3,8,0,26,0.7938,0,0,25597.0,292.38,2348.24
671,2016-09-01 08:16:20,94.59,debit,84,0,"Los Angeles, CA",device_A,merchant_110,online,0,0,3,8,0,26,0.946,0,0,25.0,293.05,2348.18
672,2016-09-01 09:18:55,28.53,debit,155,0,Online,device_B,merchant_195,online,0,0,3,9,0,26,0.2408,0,0,3755.0,292.87,2348.2
673,2016-09-01 13:36:30,48.01,credit,149,0,"San Francisco, CA",device_A,merchant_228,online,0,0,3,13,0,26,0.6186,0,0,15455.0,293.02,2348.18
674,2016-09-02 18:27:38,29.27,debit,60,0,Online,device_D,merchant_203,branch,0,0,4,18,0,26,0.2558,0,0,103868.0,292.71,2348.21
675,2016-09-02 18:53:12,40.86,debit,86,0,Online,device_B,merchant_167,branch,0,0,4,18,0,26,0.4912,0,0,1534.0,292.75,2348.21
676,2016-09-04 04:05:02,19.29,debit,71,0,"New York, NY",device_B,merchant_021,atm,0,1,6,4,0,26,0.0736,0,0,119510.0,291.65,2348.32
677,2016-09-05 17:45:44,23.07,credit,175,0,"Los Angeles, CA",device_D,merchant_165,online,0,0,0,17,0,26,0.1366,0,0,135642.0,290.99,2348.38
678,2016-09-05 18:16:44,60.43,debit,31,0,"New York, NY",device_D,merchant_130,atm,0,0,0,18,0,26,0.773,0,0,1860.0,291.43,2348.34
679,2016-09-06 12:54:10,19.26,debit,17,0,Online,device_A,merchant_006,atm,0,0,1,12,0,26,0.0728,0,0,67046.0,291.15,2348.37
680,2016-09-08 09:28:32,55.0,debit,178,1,"Los Angeles, CA",device_C,merchant_052,online,0,0,3,9,0,26,0.7116,0,0,160462.0,291.11,2348.37
681,2016-09-09 20:42:47,28.84,credit,7,0,"Los Angeles, CA",device_A,merchant_005,atm,0,0,4,20,0,26,0.2482,0,0,126855.0,291.07,2348.38
682,2016-09-10 17:04:31,15.44,debit,126,0,"Los Angeles, CA",device_A,merchant_175,online,0,1,5,17,0,26,0.0278,0,0,73304.0,290.42,2348.45
683,2016-09-12 08:07:58,11.37,debit,83,0,"Los Angeles, CA",device_A,merchant_043,atm,0,0,0,8,0,26,0.0064,0,0,140607.0,289.77,2348.52
684,2016-09-12 08:10:27,84.08,credit,28,0,"Los Angeles, CA",device_B,merchant_096,branch,0,0,0,8,0,26,0.9232,0,0,149.0,290.27,2348.47
685,2016-09-12 19:36:46,15.6,credit,10,0,"Los Angeles, CA",device_A,merchant_101,online,0,0,0,19,0,26,0.0296,0,0,41179.0,289.71,2348.53
686,2016-09-13 13:25:48,39.17,credit,27,0,"New York, NY",device_B,merchant_114,branch,0,0,1,13,0,26,0.4548,0,0,64142.0,290.01,2348.49
687,2016-09-14 20:17:13,48.28,debit,141,0,Online,device_B,merchant_040,online,0,0,2,20,0,26,0.623,0,0,111085.0,289.66,2348.53
688,2016-09-14 21:36:50,20.98,debit,127,0,Online,device_B,merchant_139,online,0,0,2,21,0,26,0.0964,0,0,4777.0,289.2,2348.58
689,2016-09-17 09:05:46,30.67,credit,43,0,"Los Angeles, CA",device_A,merchant_209,mobile,0,1,5,9,0,26,0.2844,0,0,214136.0,289.28,2348.57
690,2016-09-18 07:34:47,51.39,debit,69,0,"New York, NY",device_C,merchant_142,mobile,0,1,6,7,0,26,0.6678,0,0,80941.0,289.34,2348.56
691,2016-09-19 14:38:27,46.84,credit,63,0,"Los Angeles, CA",device_B,merchant_002,online,0,0,0,14,0,26,0.598,0,0,111820.0,289.69,2348.52
692,2016-09-19 21:16:11,32.13,debit,70,0,Online,device_A,merchant_167,online,0,0,0,21,0,26,0.3136,0,0,23864.0,289.74,2348.51
693,2016-09-20 02:47:56,45.53,debit,99,0,"Los Angeles, CA",device_D,merchant_191,online,0,0,1,2,0,26,0.5786,0,0,19905.0,289.47,2348.54
694,2016-09-20 07:52:49,38.43,debit,164,1,Online,device_A,merchant_063,online,0,0,1,7,0,26,0.4404,0,0,18293.0,289.45,2348.54
695,2016-09-21 01:08:40,24.9,debit,71,0,"Los Angeles, CA",device_B,merchant_119,branch,0,0,2,1,0,26,0.1696,0,0,62151.0,289.3,2348.56
696,2016-09-22 00:29:54,73.72,debit,93,0,"New York, NY",device_B,merchant_146,mobile,0,0,3,0,0,26,0.8764,0,0,84074.0,289.65,2348.53
697,2016-09-22 03:59:17,44.87,debit,143,1,"San Francisco, CA",device_A,merchant_225,atm,0,0,3,3,0,26,0.5668,0,0,12563.0,289.72,2348.52
698,2016-09-26 02:04:50,16.1,credit,146,0,"New York, NY",device_A,merchant_094,online,0,0,0,2,0,26,0.0342,0,0,338733.0,289.16,2348.58
699,2016-09-26 12:46:10,52.5,debit,132,0,"Los Angeles, CA",device_C,merchant_079,atm,0,0,0,12,0,26,0.6836,0,0,38480.0,289.42,2348.55
700,2016-09-26 14:33:56,29.73,debit,11,0,"Los Angeles, CA",device_A,merchant_221,online,0,0,0,14,0,26,0.264,0,0,6466.0,289.19,2348.58
701,2016-09-26 18:11:16,35.0,credit,134,0,"San Francisco, CA",device_A,merchant_218,mobile,0,0,0,18,0,26,0.3718,0,0,13040.0,289.33,2348.56
702,2016-09-26 18:42:26,40.61,debit,122,0,Online,device_B,merchant_129,branch,0,0,0,18,0,26,0.486,0,0,1870.0,289.13,2348.58
703,2016-09-26 23:03:48,27.21,debit,179,0,"San Francisco, CA",device_B,merchant_145,atm,0,0,0,23,0,26,0.2124,0,0,15682.0,289.05,2348.59
704,2016-09-27 13:21:32,99.64,credit,18,0,"Los Angeles, CA",device_B,merchant_054,online,0,0,1,13,0,26,0.9566,0,0,51464.0,289.71,2348.53
705,2016-09-28 01:46:14,19.17,debit,67,0,"San Francisco, CA",device_C,merchant_122,online,0,0,2,1,0,26,0.0712,0,0,44682.0,289.55,2348.54
706,2016-09-28 14:58:17,16738.51,credit,145,0,"Berlin, Germany",device_X43,merchant_124,online,1,0,2,14,0,26,0.997,0,1,47523.0,475.14,2918.94
707,2016-09-29 11:29:09,48.94,credit,97,0,"New York, NY",device_B,merchant_167,branch,0,0,3,11,0,26,0.6326,0,0,73852.0,475.41,2918.9
708,2016-09-29 22:43:11,41.29,credit,34,0,"Los Angeles, CA",device_B,merchant_176,online,0,0,3,22,0,26,0.501,0,0,40442.0,475.34,2918.91
709,2016-09-30 02:27:38,36.76,debit,158,0,Online,device_A,merchant_066,online,0,0,4,2,0,26,0.4078,0,0,13467.0,475.15,2918.94
710,2016-09-30 08:51:36,33.5,debit,147,0,"San Francisco, CA",device_D,merchant_143,online,0,0,4,8,0,26,0.341,0,0,23038.0,475.29,2918.91
711,2016-10-03 10:18:56,27.07,debit,137,0,"San Francisco, CA",device_C,merchant_022,branch,0,0,0,10,0,26,0.21,0,0,264440.0,475.26,2918.92
712,2016-10-03 16:53:14,26.83,debit,168,0,"Los Angeles, CA",device_A,merchant_020,online,0,0,0,16,0,26,0.2044,0,0,23658.0,475.1,2918.94
713,2016-10-03 20:43:44,72.19,credit,44,0,"Los Angeles, CA",device_B,merchant_093,branch,0,0,0,20,0,26,0.8674,0,0,13830.0,475.57,2918.87
714,2016-10-06 05:52:51,32.43,debit,95,0,"New York, NY",device_B,merchant_217,branch,0,0,3,5,0,26,0.3202,0,0,205747.0,475.53,2918.88
715,2016-10-06 08:41:53,117.46,debit,91,0,Online,device_A,merchant_171,mobile,0,0,3,8,0,26,0.9762,0,0,10142.0,475.83,2918.84
716,2016-10-06 12:14:01,56.51,credit,111,0,"New York, NY",device_C,merchant_184,online,0,0,3,12,0,26,0.7276,0,0,12728.0,476.18,2918.79
717,2016-10-09 16:54:19,10.66,debit,153,1,"New York, NY",device_B,merchant_152,online,0,1,6,16,0,26,0.0046,0,0,276018.0,476.16,2918.79
718,2016-10-09 18:30:40,62.91,debit,71,0,"San Francisco, CA",device_B,merchant_226,online,0,1,6,18,0,26,0.8002,0,0,5781.0,476.53,2918.74
719,2016-10-10 18:54:38,39.39,debit,53,1,"Los Angeles, CA",device_A,merchant_043,online,0,0,0,18,0,26,0.4582,0,0,87838.0,476.58,2918.73
720,2016-10-11 19:39:08,20.19,credit,176,0,"Los Angeles, CA",device_A,merchant_021,online,0,0,1,19,0,26,0.0864,0,0,89070.0,476.46,2918.75
721,2016-10-12 16:48:41,77.64,debit,71,1,"Los Angeles, CA",device_A,merchant_048,atm,0,0,2,16,0,26,0.8958,1,0,76173.0,476.8,2918.7
722,2016-10-12 19:22:33,32.53,credit,53,0,"San Francisco, CA",device_B,merchant_066,online,0,0,2,19,0,26,0.3216,0,0,9232.0,476.9,2918.68
723,2016-10-13 04:41:25,31.17,debit,108,0,Online,device_B,merchant_115,branch,0,0,3,4,0,26,0.2958,0,0,33532.0,476.99,2918.67
724,2016-10-13 08:43:46,48.79,credit,177,0,"Los Angeles, CA",device_A,merchant_016,online,0,0,3,8,0,26,0.6304,1,0,14541.0,477.21,2918.64
725,2016-10-13 14:26:20,71.62,credit,171,1,"Los Angeles, CA",device_A,merchant_168,atm,0,0,3,14,0,26,0.863,0,0,20554.0,477.69,2918.57
726,2016-10-14 03:45:06,42.81,debit,19,0,"Los Angeles, CA",device_A,merchant_021,branch,0,0,4,3,0,26,0.5332,0,0,47926.0,230.15,1759.85
727,2016-10-14 22:43:02,41.3,debit,66,0,"New York, NY",device_B,merchant_180,branch,0,0,4,22,0,26,0.5016,0,0,68276.0,229.63,1759.9
728,2016-10-17 13:11:08,28.55,debit,162,0,"New York, NY",device_B,merchant_101,branch,0,0,0,13,0,26,0.2416,0,0,224886.0,229.75,1759.88
729,2016-10-20 00:43:08,71.01,credit,1,0,"New York, NY",device_A,merchant_008,branch,0,0,3,0,0,26,0.8594,0,0,214320.0,230.37,1759.82
730,2016-10-20 17:14:00,43.01,debit,106,0,"Los Angeles, CA",device_A,merchant_250,mobile,0,0,3,17,0,26,0.5362,0,0,59452.0,230.42,1759.81
731,2016-10-20 23:20:07,36.14,debit,55,1,"San Francisco, CA",device_A,merchant_206,online,0,0,3,23,0,26,0.395,0,0,21967.0,229.65,1759.88
732,2016-10-21 19:24:58,33.96,debit,15,0,"Los Angeles, CA",device_A,merchant_110,atm,0,0,4,19,0,26,0.3514,0,0,72291.0,229.4,1759.91
733,2016-10-22 14:24:44,67.59,debit,127,0,Online,device_C,merchant_183,online,0,1,5,14,0,26,0.8392,0,0,68386.0,229.71,1759.88
734,2016-10-22 21:52:28,35.48,debit,15,0,"Los Angeles, CA",device_A,merchant_086,online,0,1,5,21,0,26,0.3822,0,0,26864.0,229.75,1759.87
735,2016-10-26 07:39:31,67.67,debit,121,0,"Los Angeles, CA",device_A,merchant_210,online,0,0,2,7,0,26,0.8402,0,0,294423.0,229.73,1759.87
736,2016-10-26 15:04:18,31.95,debit,151,0,"Los Angeles, CA",device_B,merchant_058,online,0,0,2,15,0,26,0.3114,0,0,26687.0,229.59,1759.89
737,2016-10-27 13:27:31,58.04,credit,66,0,Online,device_D,merchant_005,online,0,0,3,13,0,26,0.7468,0,0,80593.0,229.17,1759.93
738,2016-10-29 06:01:43,44.86,debit,174,0,Online,device_D,merchant_170,online,0,1,5,6,0,26,0.5666,0,0,146052.0,229.47,1759.89
739,2016-10-31 03:03:28,25.14,debit,114,0,"Los Angeles, CA",device_D,merchant_111,online,0,0,0,3,0,26,0.1734,0,0,162105.0,229.2,1759.92
740,2016-10-31 07:50:04,38.73,credit,137,0,"Los Angeles, CA",device_B,merchant_109,mobile,0,0,0,7,0,26,0.4468,1,0,17196.0,229.29,1759.91
741,2016-11-01 10:07:44,13.53,credit,146,0,"San Francisco, CA",device_B,merchant_030,online,0,0,1,10,0,26,0.0152,0,0,94660.0,228.89,1759.96
742,2016-11-02 07:42:40,27.88,credit,145,0,"Los Angeles, CA",device_C,merchant_095,branch,0,0,2,7,0,26,0.2268,0,0,77696.0,228.69,1759.98
743,2016-11-02 17:48:59,18.38,debit,72,0,"Los Angeles, CA",device_C,merchant_009,online,0,0,2,17,0,26,0.0624,0,0,36379.0,228.31,1760.02
744,2016-11-03 10:08:22,109.81,debit,98,0,Online,device_D,merchant_249,mobile,0,0,3,10,0,26,0.9688,0,0,58763.0,228.8,1759.98
745,2016-11-03 13:44:29,18.49,debit,162,0,"New York, NY",device_A,merchant_095,branch,0,0,3,13,0,26,0.064,0,0,12967.0,228.1,1760.05
746,2016-11-04 13:47:26,147.36,credit,44,0,"Los Angeles, CA",device_A,merchant_095,atm,0,0,4,13,0,26,0.9848,0,0,86577.0,228.55,1760.03
747,2016-11-05 12:36:03,52.31,debit,157,0,"San Francisco, CA",device_A,merchant_041,atm,0,1,5,12,0,26,0.681,0,0,82117.0,228.68,1760.01
748,2016-11-07 20:19:11,31.2,debit,16,0,"Los Angeles, CA",device_B,merchant_051,online,0,0,0,20,0,26,0.2964,0,0,200588.0,228.68,1760.01
749,2016-11-08 13:28:07,60.53,debit,78,0,"Los Angeles, CA",device_C,merchant_185,mobile,0,0,1,13,0,26,0.7746,0,0,61736.0,229.11,1759.97
750,2016-11-09 16:57:51,29.3,debit,52,0,"Los Angeles, CA",device_C,merchant_201,branch,0,0,2,16,0,26,0.2568,1,0,98984.0,228.88,1759.99
751,2016-11-10 08:29:13,19.99,debit,2,0,"New York, NY",device_A,merchant_229,branch,0,0,3,8,0,26,0.0834,0,0,55882.0,228.42,1760.04
752,2016-11-10 14:32:09,42.08,debit,61,0,"Los Angeles, CA",device_A,merchant_061,atm,0,0,3,14,0,26,0.5202,0,0,21776.0,228.66,1760.02
753,2016-11-11 04:58:04,57.4,debit,132,0,Online,device_D,merchant_006,online,0,0,4,4,0,26,0.7394,0,0,51955.0,228.5,1760.03
754,2016-11-12 00:08:19,76.65,debit,126,0,"Los Angeles, CA",device_A,merchant_119,branch,0,1,5,0,0,26,0.8914,0,0,69015.0,228.92,1759.99
755,2016-11-12 04:48:29,51.88,credit,52,0,"Los Angeles, CA",device_A,merchant_234,online,0,1,5,4,0,26,0.6744,0,0,16810.0,229.26,1759.95
756,2016-11-12 08:49:01,31.04,credit,41,0,"San Francisco, CA",device_B,merchant_026,atm,0,1,5,8,0,26,0.293,0,0,14432.0,229.31,1759.95
757,2016-11-12 09:13:49,80.89,credit,31,0,"New York, NY",device_A,merchant_202,online,0,1,5,9,0,26,0.9106,0,0,1488.0,229.93,1759.88
758,2016-11-12 16:35:55,72.35,credit,154,0,"Los Angeles, CA",device_A,merchant_006,mobile,0,1,5,16,0,26,0.8682,0,0,26526.0,230.45,1759.83
759,2016-11-12 22:10:53,46.27,debit,155,0,Online,device_A,merchant_053,online,0,1,5,22,0,26,0.5894,0,0,20098.0,230.36,1759.84
760,2016-11-13 05:24:16,74.1,debit,121,0,Online,device_A,merchant_061,online,0,1,6,5,0,26,0.8786,0,0,26003.0,230.5,1759.82
761,2016-11-14 07:56:04,120.59,debit,51,0,"Los Angeles, CA",device_B,merchant_161,atm,0,0,0,7,0,26,0.9786,0,0,95508.0,230.78,1759.8
