id,amount,date,merchant_city,mcc,target
8180,36.41,2017-07-18 00:01:41,Wayne City,1711,0
8181,73.27,2017-07-18 02:24:44,Wayne City,5970,0
8182,54.56,2017-07-18 03:36:25,Wayne City,5045,0
8183,51.35,2017-07-18 05:30:27,Wayne City,7349,0
8184,27.67,2017-07-18 06:45:00,Wayne City,4121,0
8185,52.97,2017-07-18 08:53:30,ONLINE,5211,0
8186,73.96,2017-07-18 10:08:01,Wayne City,8111,0
8187,100.31,2017-07-18 13:31:45,Wayne City,7801,0
8188,60.46,2017-07-18 13:57:27,Wayne City,5311,0
8189,45.85,2017-07-18 17:03:53,Wayne City,3405,0
8190,53.82,2017-07-18 17:39:49,Wayne City,3007,0
8191,34.41,2017-07-18 20:28:38,Wayne City,7832,0
8192,27.57,2017-07-19 00:41:42,Wayne City,5211,0
8193,42.95,2017-07-19 02:31:12,Wayne City,3405,0
8194,9.2,2017-07-19 03:36:35,Wayne City,3144,0
8195,30.23,2017-07-19 03:56:24,Wayne City,8111,0
8196,91.55,2017-07-19 04:45:36,Wayne City,3771,0
8197,43.11,2017-07-19 06:04:46,Wayne City,7832,0
8198,64.55,2017-07-19 08:07:29,Wayne City,9402,0
8199,26.5,2017-07-19 11:43:07,Wayne City,3395,0
8200,37.33,2017-07-19 13:50:19,Wayne City,3001,0
8201,39.25,2017-07-19 13:50:39,Wayne City,3509,0
8202,51.31,2017-07-19 16:36:05,Wayne City,4900,0
8203,12.16,2017-07-19 18:46:56,Wayne City,5311,0
8204,51.07,2017-07-19 20:50:46,Wayne City,7549,0
8205,51.81,2017-07-19 21:46:50,Wayne City,8011,0
8206,47.71,2017-07-19 21:48:45,Wayne City,3007,0
8207,76.97,2017-07-19 22:25:02,Little Elm,3005,0
8208,21.0,2017-07-20 00:52:06,Wayne City,3005,0
8209,24.33,2017-07-20 05:31:20,Wayne City,4900,0
8210,54.77,2017-07-20 10:07:36,Wayne City,8011,0
8211,61.57,2017-07-20 12:04:44,Wayne City,5211,0
8212,55.13,2017-07-20 13:59:34,Graceville,5816,0
8213,79.48,2017-07-20 14:24:26,Wayne City,3058,0
8214,47.31,2017-07-20 17:24:18,Wayne City,4511,0
8215,55.56,2017-07-20 18:04:01,Wayne City,7801,0
8216,100.52,2017-07-20 18:40:30,Wayne City,5311,0
8217,39.34,2017-07-20 21:19:51,Wayne City,4722,0
8218,61.92,2017-07-20 23:34:55,Wayne City,8111,0
8219,77.5,2017-07-21 01:17:45,Wayne City,3509,0
8220,31.03,2017-07-21 02:56:39,Wayne City,8011,0
8221,81.26,2017-07-21 03:17:04,Wayne City,7210,0
8222,37.91,2017-07-21 03:20:45,Wayne City,5261,0
8223,93.0,2017-07-21 04:15:23,Wayne City,3393,0
8224,47.65,2017-07-21 05:43:20,Wayne City,5921,0
8225,83.49,2017-07-21 07:15:26,Wayne City,4900,0
8226,16.75,2017-07-21 08:27:32,Wayne City,3390,0
8227,43.59,2017-07-21 09:20:06,ONLINE,3260,0
8228,35.87,2017-07-21 09:46:26,Wayne City,5311,0
8229,25.71,2017-07-21 11:18:39,Raeford,4511,0
8230,58.72,2017-07-21 11:19:09,Wayne City,3393,0
8231,161.2,2017-07-21 11:50:38,Wayne City,3005,0
8232,46.8,2017-07-21 16:49:05,Wayne City,7549,0
8233,28.91,2017-07-21 17:45:25,ONLINE,7832,0
8234,79.0,2017-07-21 19:06:33,Wayne City,3006,0
8235,69.47,2017-07-21 19:46:32,Wayne City,5970,0
8236,21.04,2017-07-21 20:08:54,Wayne City,4900,0
8237,41.35,2017-07-21 20:28:39,Wayne City,1711,0
8238,78.74,2017-07-22 04:00:29,Provo,5816,0
8239,25.92,2017-07-22 04:02:53,Wayne City,3393,0
8240,55.47,2017-07-22 06:12:12,Wayne City,8049,0
8241,42.69,2017-07-22 07:08:37,Wayne City,7832,0
8242,9110.68,2017-07-22 11:54:28,Wayne City,3075,1
8243,116.38,2017-07-22 13:17:28,Wayne City,8062,0
8244,29.84,2017-07-22 13:18:19,Wayne City,3058,0
8245,28.59,2017-07-22 23:28:52,Wayne City,3058,0
8246,105.57,2017-07-23 03:24:39,Wayne City,3001,0
8247,80.88,2017-07-23 03:58:25,Wayne City,3260,0
8248,40.91,2017-07-23 06:19:07,Wayne City,3058,0
8249,57.84,2017-07-23 08:30:32,Wayne City,8011,0
8250,33.15,2017-07-23 08:38:34,Wayne City,3260,0
8251,72.03,2017-07-23 09:02:13,Wayne City,3771,0
8252,52.89,2017-07-23 09:11:15,ONLINE,3393,0
8253,60.6,2017-07-23 09:33:16,Wayne City,7011,0
8254,56.99,2017-07-23 09:36:52,Wayne City,5211,0
8255,46.73,2017-07-23 10:24:12,Wayne City,8062,0
8256,56.28,2017-07-23 12:22:41,Wayne City,7349,0
8257,61.12,2017-07-23 13:14:49,Wayne City,3007,0
8258,34.78,2017-07-23 14:12:15,Wayne City,3393,0
8259,136.92,2017-07-23 18:50:20,ONLINE,3771,0
8260,89.27,2017-07-23 19:48:35,Wayne City,7832,0
8261,102.25,2017-07-23 20:25:56,Wayne City,5211,0
8262,60.63,2017-07-24 00:34:20,Wayne City,5947,0
8263,12.36,2017-07-24 00:53:28,Wayne City,5947,0
8264,55.5,2017-07-24 01:29:27,Silas,7832,0
8265,50.1,2017-07-24 02:21:10,Wayne City,5947,0
8266,33.21,2017-07-24 03:32:07,Wayne City,3390,0
8267,101.08,2017-07-24 04:10:50,Wayne City,3771,0
8268,23.11,2017-07-24 04:30:53,Holden,7349,0
8269,5610.0,2017-07-24 06:38:22,Acapulco,8043,1
8270,37.6,2017-07-24 09:46:08,Wayne City,5261,0
8271,41.64,2017-07-24 09:59:55,Wayne City,5816,0
8272,27.9,2017-07-24 12:09:32,Wayne City,5045,0
8273,74.83,2017-07-24 16:53:38,Wayne City,1711,0
8274,23.96,2017-07-24 18:17:06,Wayne City,3684,0
8275,41.29,2017-07-24 21:54:38,Wayne City,5970,0
8276,32.45,2017-07-24 23:06:47,Wayne City,3058,0
8277,18.36,2017-07-24 23:18:05,Wayne City,8111,0
8278,42.14,2017-07-24 23:21:25,Wayne City,5211,0
8279,86.44,2017-07-24 23:26:23,Wayne City,3058,0
8280,18.54,2017-07-25 00:59:40,Wayne City,5045,0
8281,40.51,2017-07-25 03:30:38,Panama City,7832,0
8282,153.84,2017-07-25 03:48:20,Wayne City,7832,0
8283,116.3,2017-07-25 04:10:39,Bennett,5816,0
8284,36.84,2017-07-25 04:50:10,Wayne City,4511,0
8285,46.46,2017-07-25 05:58:59,Wayne City,5261,0
8286,59.79,2017-07-25 08:58:34,Wayne City,3393,0
8287,30.69,2017-07-25 09:43:40,Wayne City,3393,0
8288,26.42,2017-07-25 13:22:27,Wayne City,7276,0
8289,32.04,2017-07-25 14:41:00,Brantley,4900,0
8290,66.54,2017-07-25 15:58:52,Wayne City,3132,0
8291,90.88,2017-07-25 17:34:38,Wayne City,3058,0
8292,46.17,2017-07-25 19:21:59,Williston Park,4900,0
8293,29.44,2017-07-25 20:08:39,Wayne City,8111,0
8294,31.58,2017-07-25 21:28:40,Wayne City,8011,0
8295,30.67,2017-07-25 22:03:03,Wayne City,8049,0
8296,21.84,2017-07-26 00:33:55,American Fork,5045,0
8297,25.36,2017-07-26 01:02:12,Wayne City,5211,0
8298,29.04,2017-07-26 01:12:22,Wayne City,3393,0
8299,115.76,2017-07-26 02:31:04,Wayne City,8062,0
8300,54.85,2017-07-26 05:46:26,Wayne City,3405,0
8301,36.74,2017-07-26 06:23:02,Wayne City,3393,0
8302,24.44,2017-07-26 07:57:26,Wayne City,7276,0
8303,66.34,2017-07-26 08:16:57,Wayne City,3058,0
8304,74.61,2017-07-26 09:46:11,Wayne City,3001,0
8305,65.59,2017-07-26 11:45:48,Wayne City,7276,0
8306,58.15,2017-07-26 13:17:00,ONLINE,5045,0
8307,33.63,2017-07-26 15:41:38,Wayne City,3260,0
8308,18.16,2017-07-26 16:07:49,Wayne City,4900,0
8309,37.71,2017-07-26 16:29:47,Wayne City,7832,0
8310,169.6,2017-07-26 18:06:13,Wayne City,5970,0
8311,160.97,2017-07-26 18:29:19,Wayne City,5311,0
8312,32.96,2017-07-26 21:32:12,Wayne City,3132,0
8313,48.56,2017-07-27 02:22:21,Wayne City,8049,0
8314,31.13,2017-07-27 04:10:56,ONLINE,7549,0
8315,37.85,2017-07-27 07:20:44,Wayne City,8011,0
8316,41.67,2017-07-27 08:56:02,Wayne City,8062,0
8317,29.18,2017-07-27 09:12:16,Wayne City,7349,0
8318,43.42,2017-07-27 10:08:07,Wayne City,3058,0
8319,80.19,2017-07-27 10:25:35,Wayne City,8062,0
8320,20.67,2017-07-27 13:36:52,Wayne City,7276,0
8321,16.99,2017-07-27 14:32:07,Wayne City,3001,0
8322,82.53,2017-07-27 22:46:10,Wayne City,8111,0
8323,36.22,2017-07-27 23:12:16,Hope,7349,0
8324,53.35,2017-07-27 23:54:54,Wayne City,3771,0
8325,40.04,2017-07-28 00:44:53,Wayne City,5045,0
8326,57.36,2017-07-28 01:11:16,Wayne City,8049,0
8327,68.07,2017-07-28 02:08:40,Vidalia,3132,0
8328,81.42,2017-07-28 03:48:45,Wayne City,3405,0
8329,50.41,2017-07-28 04:30:13,Wayne City,7276,0
8330,35.27,2017-07-28 04:37:29,Wayne City,1711,0
8331,19.89,2017-07-28 06:52:46,Wayne City,3132,0
8332,91.18,2017-07-28 13:28:07,Wayne City,3058,0
8333,50.73,2017-07-28 13:28:33,Wayne City,7349,0
8334,62.62,2017-07-28 15:51:57,ONLINE,5947,0
8335,80.07,2017-07-28 16:14:32,Wayne City,5211,0
8336,26.23,2017-07-28 16:17:40,Wayne City,4511,0
8337,28.46,2017-07-28 17:38:20,Wayne City,7801,0
8338,63.34,2017-07-28 18:46:51,Edinburgh,3132,0
8339,91.3,2017-07-28 18:59:27,Wayne City,3640,0
8340,30.91,2017-07-28 19:11:39,Port Washington,4814,0
8341,18.36,2017-07-28 22:34:51,Wayne City,8011,0
8342,32.13,2017-07-28 23:58:21,Wayne City,5211,0
8343,108.88,2017-07-29 04:19:21,Wayne City,7549,0
8344,46.13,2017-07-29 05:40:37,Wayne City,3007,0
8345,115.52,2017-07-29 05:58:47,Wayne City,4121,0
8346,165.47,2017-07-29 06:04:53,Wayne City,5045,0
8347,2684.4,2017-07-29 09:52:33,Oldsmar,5815,1
8348,91.86,2017-07-29 14:04:01,ONLINE,5211,0
8349,17.78,2017-07-29 14:40:48,ONLINE,5261,0
8350,31.18,2017-07-29 15:47:36,Wayne City,3771,0
8351,73.58,2017-07-29 16:20:29,Wayne City,3260,0
8352,27.9,2017-07-29 16:22:02,Wayne City,8041,0
8353,22.5,2017-07-29 19:18:04,Wayne City,7276,0
8354,31.15,2017-07-29 21:06:02,Wayne City,3001,0
8355,31.27,2017-07-30 02:50:46,Andover,8011,0
8356,75.16,2017-07-30 03:11:03,West Newton,3007,0
8357,25.71,2017-07-30 03:56:33,Wayne City,5732,0
8358,74.58,2017-07-30 06:07:39,ONLINE,3132,0
8359,22.95,2017-07-30 06:17:27,Wayne City,7549,0
8360,20.24,2017-07-30 11:03:29,Wayne City,3390,0
8361,21.97,2017-07-30 12:32:50,Wayne City,3005,0
8362,24.98,2017-07-30 13:03:42,Wayne City,4722,0
8363,57.59,2017-07-30 16:32:30,New Llano,3405,0
8364,39.05,2017-07-30 16:54:30,Wayne City,5816,0
8365,35.1,2017-07-30 17:08:32,Wayne City,3001,0
8366,9.9,2017-07-31 00:05:44,Wayne City,4900,0
8367,31.81,2017-07-31 00:40:06,ONLINE,8021,0
8368,26.29,2017-07-31 01:21:24,Wayne City,8011,0
8369,31.01,2017-07-31 02:05:01,Wayne City,8111,0
8370,81.63,2017-07-31 03:53:12,Wayne City,5261,0
8371,84.35,2017-07-31 04:29:49,Wayne City,8111,0
8372,44.32,2017-07-31 06:53:37,Muncie,8062,0
8373,40.07,2017-07-31 06:55:23,Wayne City,7832,0
8374,71.32,2017-07-31 07:59:08,Burlington,5211,0
8375,61.41,2017-07-31 08:39:53,Wayne City,7349,0
8376,25.74,2017-07-31 10:12:17,Walker,7549,0
8377,47.36,2017-07-31 11:34:13,Wayne City,3390,0
8378,16.22,2017-07-31 12:34:03,Wayne City,5970,0
8379,33.07,2017-07-31 13:13:29,Wayne City,8062,0
8380,31.28,2017-07-31 16:41:41,Wayne City,3393,0
8381,50.69,2017-07-31 17:11:20,Wayne City,4722,0
8382,17.03,2017-07-31 18:27:02,Wayne City,5311,0
8383,50.88,2017-07-31 18:47:38,Angier,5921,0
8384,79.09,2017-07-31 18:55:32,Wayne City,5261,0
8385,94.64,2017-07-31 19:51:20,Wayne City,1711,0
8386,54.07,2017-07-31 20:03:12,Wayne City,7801,0
8387,37.54,2017-07-31 20:46:42,Wayne City,7801,0
8388,27.89,2017-08-01 00:58:45,Isanti,3132,0
8389,70.86,2017-08-01 02:01:44,Wayne City,7801,0
8390,29.38,2017-08-01 05:24:53,Porter,8062,0
8391,36.84,2017-08-01 05:28:03,Wayne City,8011,0
8392,112.56,2017-08-01 07:25:14,Hazleton,3001,0
8393,39.56,2017-08-01 08:13:14,Wayne City,3395,0
8394,40.47,2017-08-01 09:04:17,Wayne City,3001,0
8395,57.51,2017-08-01 10:28:56,Wayne City,3256,0
8396,88.15,2017-08-01 12:30:50,Wayne City,3066,0
8397,41.29,2017-08-01 13:07:29,Wayne City,4900,0
8398,34.39,2017-08-01 15:25:48,Wayne City,5261,0
8399,21.68,2017-08-01 16:56:17,Hesston,8111,0
8400,64.73,2017-08-02 00:05:44,Wayne City,7801,0
8401,28.02,2017-08-02 02:53:12,ONLINE,7832,0
8402,26.86,2017-08-02 04:36:04,Wayne City,5947,0
8403,37.41,2017-08-02 04:54:15,Wayne City,3001,0
8404,87.84,2017-08-02 05:10:00,Alpharetta,3390,0
8405,51.93,2017-08-02 05:27:08,Wayne City,5947,0
8406,33.06,2017-08-02 05:31:28,Wayne City,4900,0
8407,61.4,2017-08-02 07:11:28,Bergenfield,5947,0
8408,41.71,2017-08-02 09:16:26,Wayne City,7832,0
8409,47.16,2017-08-02 12:35:34,Wayne City,7549,0
8410,38.15,2017-08-02 14:22:12,Wayne City,7349,0
8411,28.78,2017-08-02 19:14:31,ONLINE,5311,0
8412,35.7,2017-08-02 19:47:15,Wayne City,7996,0
8413,32.78,2017-08-02 20:54:37,Wayne City,4511,0
8414,55.83,2017-08-02 22:12:45,Wayne City,7549,0
8415,43.03,2017-08-02 23:36:47,Wayne City,7549,0
8416,89.0,2017-08-03 08:56:57,Larwill,4900,0
8417,86.39,2017-08-03 09:30:59,Wayne City,4722,0
8418,112.28,2017-08-03 10:03:20,Wayne City,3390,0
8419,55.37,2017-08-03 12:55:32,Wayne City,7832,0
8420,27.88,2017-08-03 14:10:33,Wayne City,4722,0
8421,33.29,2017-08-03 14:24:34,Wayne City,3393,0
8422,59.92,2017-08-03 15:35:22,Wayne City,7276,0
8423,16.45,2017-08-03 19:48:46,Wayne City,8049,0
8424,45.43,2017-08-03 22:48:08,Wayne City,5970,0
8425,22.25,2017-08-03 23:57:31,Wayne City,4900,0
8426,37.08,2017-08-04 00:04:56,Williamsburg,5813,0
8427,67.19,2017-08-04 01:10:09,Wayne City,3771,0
8428,88.44,2017-08-04 02:34:38,Wayne City,7349,0
8429,30.21,2017-08-04 03:05:13,Wayne City,3390,0
8430,144.69,2017-08-04 05:42:33,Wayne City,3260,0
8431,44.12,2017-08-04 07:37:34,Wayne City,7276,0
8432,58.33,2017-08-04 08:31:23,Wayne City,7922,0
8433,20.41,2017-08-04 09:05:23,Bellaire,8111,0
8434,41.03,2017-08-04 10:29:31,Macon,4899,0
8435,52.35,2017-08-04 10:58:09,Wayne City,8111,0
8436,29.05,2017-08-04 11:24:45,Wayne City,3132,0
8437,72.12,2017-08-04 11:47:38,Wayne City,7832,0
8438,61.06,2017-08-04 12:05:19,Wayne City,5411,0
8439,90.98,2017-08-04 12:23:31,Wayne City,5310,0
8440,76.06,2017-08-04 14:20:49,Wayne City,3771,0
8441,83.89,2017-08-04 15:40:59,La Fayette,3132,0
8442,32.78,2017-08-04 18:25:37,Wayne City,3058,0
8443,79.32,2017-08-04 22:05:16,Wayne City,5045,0
8444,47.34,2017-08-04 23:35:46,Wayne City,5310,0
8445,44.14,2017-08-04 23:50:32,Wayne City,3730,0
8446,14.65,2017-08-05 02:12:25,Cancun,3132,0
8447,63.3,2017-08-05 08:00:45,ONLINE,5045,0
8448,25.58,2017-08-05 09:41:26,Wayne City,3058,0
8449,27.92,2017-08-05 12:09:41,Wayne City,4722,0
8450,41.6,2017-08-05 15:15:53,ONLINE,7801,0
8451,46.79,2017-08-05 19:51:16,Wayne City,3393,0
8452,51.39,2017-08-05 21:45:53,Wayne City,3405,0
8453,29.19,2017-08-05 23:51:03,Wayne City,3058,0
8454,93.06,2017-08-06 02:52:11,Wayne City,3005,0
8455,58.17,2017-08-06 03:29:37,Wayne City,3132,0
8456,12.77,2017-08-06 04:57:37,Wayne City,8111,0
8457,130.23,2017-08-06 05:00:35,San Pedro,4900,0
8458,101.58,2017-08-06 06:38:11,ONLINE,6300,0
8459,56.4,2017-08-06 06:42:37,Wayne City,3775,0
8460,27.85,2017-08-06 08:51:02,Wayne City,5816,0
8461,58.28,2017-08-06 10:09:12,Wayne City,5211,0
8462,29.09,2017-08-06 12:25:36,Wayne City,8062,0
8463,26.56,2017-08-06 14:27:15,Salt Lake City,3058,0
8464,40.27,2017-08-06 16:45:13,Wayne City,5211,0
8465,111.72,2017-08-06 17:01:24,Pickerington,3387,0
8466,29.47,2017-08-06 20:25:53,Wayne City,5261,0
8467,47.24,2017-08-06 20:32:25,Wayne City,5970,0
8468,86.59,2017-08-06 21:21:09,Wayne City,3132,0
8469,71.26,2017-08-06 23:38:36,Wayne City,8111,0
8470,80.39,2017-08-07 01:23:24,Wayne City,5970,0
8471,109.5,2017-08-07 04:00:10,Wayne City,4722,0
8472,61.52,2017-08-07 04:41:18,Wayne City,3390,0
8473,88.3,2017-08-07 06:02:41,Wayne City,3771,0
8474,17.97,2017-08-07 11:52:06,ONLINE,3007,0
8475,86.22,2017-08-07 15:16:54,Wayne City,7832,0
8476,193.45,2017-08-07 15:30:05,ONLINE,5045,0
8477,26.88,2017-08-07 20:06:44,Lakeside,5261,0
8478,47.37,2017-08-07 20:29:36,Wayne City,8011,0
8479,21.58,2017-08-07 20:59:10,Wayne City,3596,0
8480,49.11,2017-08-07 21:46:35,Plant City,7832,0
8481,35.54,2017-08-07 22:08:45,Williamsburg,8049,0
8482,29.88,2017-08-07 22:24:30,Wayne City,4722,0
8483,45.83,2017-08-08 01:50:04,Wayne City,3005,0
8484,39.58,2017-08-08 02:38:58,Wayne City,3405,0
8485,43.17,2017-08-08 07:07:59,Wayne City,7349,0
8486,28.94,2017-08-08 08:22:04,Wayne City,7832,0
8487,46.95,2017-08-08 09:14:31,Wayne City,5970,0
8488,28.55,2017-08-08 09:21:54,Wayne City,4900,0
8489,23.84,2017-08-08 11:18:41,Wayne City,3132,0
8490,62.11,2017-08-08 11:58:33,Wayne City,8011,0
8491,82.61,2017-08-08 14:21:58,Wayne City,3771,0
8492,69.41,2017-08-08 16:35:47,Wayne City,5211,0
8493,116.19,2017-08-08 17:30:35,ONLINE,7349,0
8494,37.14,2017-08-08 17:44:26,Wayne City,5499,0
8495,18.62,2017-08-08 18:24:52,Wayne City,7349,0
8496,96.04,2017-08-08 19:11:23,Wayne City,7801,0
8497,54.06,2017-08-08 20:17:09,Wayne City,7531,0
8498,87.06,2017-08-08 20:20:04,Wayne City,4722,0
8499,72.98,2017-08-09 01:08:34,Wayne City,3405,0
8500,41.42,2017-08-09 01:14:46,Wayne City,5045,0
8501,59.4,2017-08-09 02:52:46,Wayne City,7349,0
8502,41.17,2017-08-09 07:00:02,Wayne City,7549,0
8503,43.74,2017-08-09 07:33:27,Wayne City,3405,0
8504,34.9,2017-08-09 08:43:33,Wayne City,8049,0
8505,29.64,2017-08-09 09:48:31,Wayne City,3390,0
8506,73.01,2017-08-09 11:50:12,Wayne City,3260,0
8507,31.59,2017-08-09 12:05:55,Enid,7549,0
8508,95.09,2017-08-09 12:48:38,Wayne City,3132,0
8509,47.99,2017-08-09 14:09:43,Wayne City,3132,0
8510,74.24,2017-08-09 14:40:07,Wayne City,3390,0
8511,27.86,2017-08-09 15:06:27,Wayne City,4722,0
8512,9.6,2017-08-09 15:28:44,Wayne City,4722,0
8513,19.2,2017-08-09 15:56:12,Fairfax Station,3390,0
8514,33.66,2017-08-09 17:44:09,Wayne City,5947,0
8515,43.42,2017-08-09 19:07:40,Wayne City,3058,0
8516,37.71,2017-08-09 20:31:46,Wayne City,5947,0
8517,22.15,2017-08-09 21:24:00,Wayne City,5261,0
8518,190.17,2017-08-09 21:38:05,ONLINE,8049,0
8519,50.5,2017-08-10 02:11:51,Wayne City,3260,0
8520,19.81,2017-08-10 09:22:17,Wayne City,1711,0
8521,48.08,2017-08-10 11:30:29,Zionsville,3260,0
8522,46.93,2017-08-10 12:17:30,Wayne City,4900,0
8523,16.11,2017-08-10 12:44:55,Key Largo,1711,0
8524,53.03,2017-08-10 14:15:33,Wayne City,5311,0
8525,3194.48,2017-08-10 14:27:34,Hialeah,3775,1
8526,51.65,2017-08-10 15:17:36,Wayne City,7549,0
8527,66.68,2017-08-10 17:05:54,Wayne City,3007,0
8528,50.05,2017-08-10 18:04:55,Wayne City,3393,0
8529,16.89,2017-08-10 18:40:03,Wayne City,5311,0
8530,107.79,2017-08-10 19:35:04,Wayne City,3005,0
8531,48.75,2017-08-10 21:16:42,Wayne City,7549,0
8532,23.14,2017-08-10 21:53:44,Wayne City,3132,0
8533,61.66,2017-08-10 22:21:25,Wayne City,7549,0
8534,50.31,2017-08-10 23:01:38,Wayne City,8011,0
8535,39.0,2017-08-10 23:13:07,Wayne City,7349,0
8536,45.75,2017-08-11 00:07:22,Wayne City,3007,0
8537,43.93,2017-08-11 02:34:51,Wayne City,5261,0
8538,29.6,2017-08-11 02:42:46,Wayne City,3405,0
8539,58.58,2017-08-11 03:41:13,Wayne City,5045,0
8540,41.04,2017-08-11 04:12:24,Wayne City,3390,0
8541,9.68,2017-08-11 04:17:46,Wayne City,7549,0
8542,21.5,2017-08-11 06:39:51,ONLINE,5977,0
8543,31.36,2017-08-11 10:03:40,Wayne City,7549,0
8544,105.63,2017-08-11 10:35:22,Wayne City,4722,0
8545,29.39,2017-08-11 17:48:44,Wayne City,3771,0
8546,55.22,2017-08-11 18:00:53,Wayne City,4900,0
8547,93.42,2017-08-11 19:23:10,Wayne City,3393,0
8548,100.46,2017-08-11 20:39:05,Wayne City,3393,0
8549,106.22,2017-08-11 22:47:39,Gates Mills,3260,0
8550,30.28,2017-08-12 00:11:40,Wayne City,5947,0
8551,33.9,2017-08-12 00:16:35,Wayne City,3390,0
8552,29.15,2017-08-12 01:14:27,ONLINE,4900,0
8553,32.69,2017-08-12 01:25:05,Lavallette,4900,0
8554,12.88,2017-08-12 01:40:20,Brownsburg,5947,0
8555,71.33,2017-08-12 04:46:30,Wayne City,3395,0
8556,37.77,2017-08-12 05:51:25,Pawtucket,3260,0
8557,32.31,2017-08-12 07:06:14,Wayne City,7210,0
8558,35.89,2017-08-12 07:25:56,Lake Peekskill,3390,0
8559,46.17,2017-08-12 12:12:03,Shinnston,5947,0
8560,43.72,2017-08-12 15:33:57,Wayne City,8062,0
8561,35.19,2017-08-12 15:44:03,Wayne City,8111,0
8562,45.1,2017-08-12 16:19:33,Wayne City,7832,0
8563,47.82,2017-08-12 17:54:24,Porterville,3393,0
8564,83.84,2017-08-12 19:05:04,Wayne City,8062,0
8565,57.87,2017-08-12 19:33:03,Campbell,5947,0
8566,52.43,2017-08-12 20:06:37,ONLINE,8011,0
8567,32.18,2017-08-12 22:03:54,Wayne City,7996,0
8568,65.38,2017-08-12 22:28:52,Wayne City,7549,0
8569,30.13,2017-08-13 00:33:36,Wayne City,3005,0
8570,48.25,2017-08-13 01:54:08,Wayne City,4511,0
8571,41.48,2017-08-13 02:15:21,Lyndonville,4511,0
8572,60.59,2017-08-13 08:35:58,Wayne City,3780,0
8573,81.47,2017-08-13 08:47:49,Wayne City,8111,0
8574,51.75,2017-08-13 12:08:45,Wayne City,8111,0
8575,20.08,2017-08-13 14:19:21,Wayne City,3393,0
8576,32.0,2017-08-13 14:20:15,Wayne City,8111,0
8577,56.66,2017-08-13 15:47:16,Wayne City,5947,0
8578,22.94,2017-08-13 19:13:21,Wayne City,4722,0
8579,34.36,2017-08-13 20:17:46,Wayne City,7349,0
8580,47.74,2017-08-13 21:28:52,ONLINE,3005,0
8581,12.31,2017-08-13 22:20:51,Wayne City,4722,0
8582,32.03,2017-08-14 02:45:21,Wayne City,8111,0
8583,13.4,2017-08-14 03:14:25,Wayne City,3389,0
8584,28.61,2017-08-14 03:30:55,Wayne City,3058,0
8585,120.25,2017-08-14 03:45:18,Wayne City,3007,0
8586,27.82,2017-08-14 04:15:39,ONLINE,3001,0
8587,34.24,2017-08-14 04:33:38,Wayne City,7349,0
8588,51.17,2017-08-14 05:26:27,Wayne City,4511,0
8589,29.76,2017-08-14 09:55:36,ONLINE,3390,0
8590,18.16,2017-08-14 13:17:18,Wayne City,4900,0
8591,51.71,2017-08-14 13:26:33,Wayne City,3174,0
8592,13.8,2017-08-14 14:19:21,Wayne City,8049,0
8593,41.49,2017-08-14 16:01:27,Drayton,4511,0
8594,173.18,2017-08-14 16:07:41,Wayne City,3390,0
8595,29.0,2017-08-14 20:09:36,Wayne City,3260,0
8596,20.33,2017-08-14 20:43:12,Wayne City,7349,0
8597,24.92,2017-08-14 21:20:36,Anaheim,7276,0
8598,16.96,2017-08-14 22:13:51,Wayne City,3058,0
8599,57.99,2017-08-14 22:23:47,Wayne City,3058,0
8600,30.15,2017-08-14 23:44:13,Wayne City,7802,0
8601,21.6,2017-08-15 00:38:55,Wayne City,3771,0
8602,56.93,2017-08-15 02:36:44,ONLINE,1711,0
8603,105.82,2017-08-15 05:05:27,Copiague,4900,0
8604,64.68,2017-08-15 05:50:15,Pawling,4214,0
8605,20.89,2017-08-15 06:27:26,Wayne City,4900,0
8606,8.04,2017-08-15 07:13:15,Wayne City,7276,0
8607,37.83,2017-08-15 10:39:58,Wayne City,5211,0
8608,70.0,2017-08-15 13:06:21,Wayne City,5970,0
8609,25.09,2017-08-15 15:31:59,Wayne City,3005,0
8610,19.83,2017-08-15 18:57:51,Wayne City,3405,0
8611,45.05,2017-08-15 20:11:49,Wayne City,3390,0
8612,44.71,2017-08-15 21:22:28,Wayne City,3390,0
8613,68.88,2017-08-15 23:07:41,Wayne City,4900,0
8614,40.06,2017-08-15 23:29:50,Wayne City,4121,0
8615,31.22,2017-08-16 01:28:51,Wayne City,4511,0
8616,55.24,2017-08-16 04:21:30,Wayne City,3058,0
8617,21.44,2017-08-16 05:12:34,Wayne City,7832,0
8618,58.42,2017-08-16 05:27:48,Wayne City,7549,0
8619,20.73,2017-08-16 06:14:16,Wayne City,7549,0
8620,33.19,2017-08-16 09:52:34,Wayne City,5261,0
8621,29.89,2017-08-16 11:04:11,Wayne City,5045,0
8622,15.69,2017-08-16 12:16:16,South Elgin,7349,0
8623,102.07,2017-08-16 13:55:10,Wayne City,3005,0
8624,22.52,2017-08-16 13:56:20,Wayne City,7349,0
8625,18.08,2017-08-16 14:31:51,Wayne City,3393,0
8626,31.79,2017-08-16 17:52:28,Wayne City,7230,0
8627,39.88,2017-08-16 17:52:31,Wayne City,7349,0
8628,65.89,2017-08-16 18:16:35,Wayne City,5311,0
8629,36.36,2017-08-16 19:48:33,Wayne City,3001,0
8630,33.77,2017-08-16 20:21:16,Wayne City,5947,0
