transaction_id,date,amount,transaction_type,transaction_duration_secs,is_recurring,location,device_id,merchant_id,channel,day_of_week,hour_of_day,is_weekend,is_holiday,customer_age,amount_percentile,time_since_last_tx_secs,rolling_mean_3mo_amount,rolling_std_3mo_amount,is_anomaly
txnD000927,2018-07-26 11:50:17,19.87,debit,157,False,"Pittsburgh, PA",deviceC_25,merchantC_88,atm,3,11,False,False,26,46.833166833166835,161870.0,250.41,1349.76,False
txnD000928,2018-07-26 18:26:06,35.84,debit,197,False,"Minneapolis, MN",deviceC_2,merchantC_92,online,3,18,False,False,26,73.74625374625374,23749.0,248.92,1345.15,False
txnD000929,2018-07-27 07:16:13,7.89,debit,205,False,"Cleveland, OH",deviceC_31,merchantC_94,online,4,7,False,False,26,11.518481518481519,46207.0,247.26,1340.62,False
txnD000930,2018-07-27 10:56:03,23.21,debit,155,False,"Atlanta, GA",deviceC_1,merchantC_72,online,4,10,False,False,26,55.44455544455544,13190.0,247.29,1340.61,False
txnD000931,2018-07-29 09:43:29,17.42,debit,128,False,"Baltimore, MD",deviceC_20,merchantC_71,mobile,6,9,True,True,26,41.4985014985015,168446.0,248.53,1345.21,False
txnD000932,2018-07-29 11:24:59,10.69,debit,102,False,"Miami, FL",deviceC_22,merchantC_34,atm,6,11,True,True,26,20.72927072927073,6090.0,246.89,1340.68,False
txnD000933,2018-07-29 17:39:46,14.72,debit,349,False,"Atlanta, GA",deviceC_16,merchantC_4,mobile,6,17,True,True,26,33.79620379620379,22487.0,245.3,1336.18,False
txnD000934,2018-07-30 03:20:46,17.86,credit,78,False,"Atlanta, GA",deviceC_5,merchantC_56,online,0,3,False,False,26,42.37762237762237,34860.0,243.76,1331.73,False
txnD000935,2018-07-30 05:56:14,12.03,debit,242,False,"Baltimore, MD",deviceC_7,merchantC_48,branch,0,5,False,False,26,25.004995004995006,9328.0,242.19,1327.33,False
txnD000936,2018-08-01 08:11:58,66.95,debit,201,False,"Miami, FL",deviceC_21,merchantC_156,online,2,8,False,False,26,90.28971028971029,180944.0,245.21,1336.2,False
txnD000937,2018-08-01 19:39:45,27.03,debit,226,False,"Orlando, FL",deviceC_12,merchantC_114,atm,2,19,False,False,26,62.91708291708291,41267.0,250.18,1349.79,False
txnD000938,2018-08-02 04:38:32,31.32,debit,203,False,"Miami, FL",deviceC_2,merchantC_60,atm,3,4,False,False,26,68.76123876123876,32327.0,251.74,1354.44,False
txnD000939,2018-08-02 22:24:10,8.9,debit,241,True,"Minneapolis, MN",deviceC_27,merchantC_108,atm,3,22,False,False,26,14.645354645354644,63938.0,250.04,1349.82,False
txnD000940,2018-08-03 17:01:38,32.54,credit,132,False,"Atlanta, GA",deviceC_20,merchantC_84,branch,4,17,False,False,26,70.34965034965035,67048.0,254.12,1364.0,False
txnD000941,2018-08-03 18:35:51,17.58,credit,47,False,"Minneapolis, MN",deviceC_30,merchantC_29,branch,4,18,False,False,26,41.8981018981019,5653.0,254.21,1363.99,False
txnD000942,2018-08-04 03:19:09,12.67,debit,215,False,"Pittsburgh, PA",deviceC_10,merchantC_62,branch,5,3,True,True,26,27.032967032967033,31398.0,252.5,1359.26,False
txnD000943,2018-08-04 09:02:31,84.84,debit,148,False,"Pittsburgh, PA",deviceC_10,merchantC_141,online,5,9,True,True,26,93.28671328671328,20602.0,252.73,1359.23,False
txnD000944,2018-08-07 07:45:49,45.19,debit,218,False,"Raleigh, NC",deviceC_33,merchantC_13,atm,1,7,False,False,26,81.21878121878122,254598.0,262.92,1388.43,False
txnD000945,2018-08-07 16:54:04,12.34,debit,153,False,"Raleigh, NC",deviceC_34,merchantC_20,online,1,16,False,False,26,25.814185814185812,32895.0,261.07,1383.45,False
txnD000946,2018-08-07 19:54:15,8.43,debit,189,True,"Miami, FL",deviceC_21,merchantC_100,branch,1,19,False,False,26,13.086913086913087,10811.0,259.23,1378.52,False
txnD000947,2018-08-07 21:43:37,17.93,debit,92,False,"Atlanta, GA",deviceC_27,merchantC_115,mobile,1,21,False,False,26,42.53746253746254,6562.0,257.48,1373.63,False
txnD000948,2018-08-08 11:33:47,7.01,credit,153,False,"Minneapolis, MN",deviceC_1,merchantC_97,atm,2,11,False,False,26,8.771228771228772,49810.0,257.38,1373.65,False
txnD000949,2018-08-08 21:16:33,2.6,debit,158,False,"Minneapolis, MN",deviceC_1,merchantC_12,atm,2,21,False,False,26,0.4795204795204795,34966.0,255.54,1368.84,False
txnD000950,2018-08-10 14:10:38,8.84,debit,131,False,"Portland, OR",deviceC_21,merchantC_17,online,4,14,False,False,26,14.485514485514486,147245.0,219.92,1307.49,False
txnD000951,2018-08-11 10:14:07,53.0,debit,134,False,"Atlanta, GA",deviceC_15,merchantC_91,branch,5,10,True,True,26,85.53446553446553,72209.0,219.95,1307.48,False
txnD000952,2018-08-11 16:41:25,21.78,credit,327,False,"Raleigh, NC",deviceC_16,merchantC_77,online,5,16,True,True,26,51.768231768231765,23238.0,218.52,1302.85,False
txnD000953,2018-08-11 16:45:58,61.41,debit,298,False,"Cleveland, OH",deviceC_26,merchantC_43,branch,5,16,True,True,26,88.71128871128872,273.0,217.4,1298.22,False
txnD000954,2018-08-11 18:52:00,13.02,debit,263,True,"Cleveland, OH",deviceC_14,merchantC_114,atm,5,18,True,True,26,28.081918081918083,7562.0,215.95,1293.69,False
txnD000955,2018-08-12 03:41:31,35.57,debit,207,False,"Portland, OR",deviceC_3,merchantC_76,branch,6,3,True,True,26,73.56643356643356,31771.0,218.59,1302.84,False
txnD000956,2018-08-12 07:55:59,29.76,credit,25,False,"Kansas City, MO",deviceC_23,merchantC_14,online,6,7,True,True,26,66.90309690309691,15268.0,217.24,1298.24,False
txnD000957,2018-08-12 22:18:53,2.32,debit,147,False,"Kansas City, MO",deviceC_9,merchantC_118,atm,6,22,True,True,26,0.23976023976023975,51774.0,215.72,1293.72,False
txnD000958,2018-08-13 11:33:48,36.4,credit,56,False,"Pittsburgh, PA",deviceC_25,merchantC_28,online,0,11,False,False,26,74.38561438561439,47695.0,214.45,1289.22,False
txnD000959,2018-08-14 04:45:51,52.28,debit,156,False,"Kansas City, MO",deviceC_12,merchantC_157,atm,1,4,False,False,26,85.17482517482517,61923.0,216.01,1293.68,False
txnD000960,2018-08-14 09:22:47,25.16,debit,179,False,"Cleveland, OH",deviceC_31,merchantC_77,mobile,1,9,False,False,26,59.44055944055944,16616.0,128.02,774.58,False
txnD000961,2018-08-15 00:23:28,16.93,credit,231,False,"Portland, OR",deviceC_5,merchantC_87,mobile,2,0,False,False,26,40.069930069930074,54041.0,128.62,777.33,False
txnD000962,2018-08-16 14:40:14,56.57,debit,116,False,"Orlando, FL",deviceC_20,merchantC_3,online,3,14,False,False,26,87.05294705294705,137806.0,130.48,785.74,False
txnD000963,2018-08-16 17:10:28,23.71,debit,43,False,"Baltimore, MD",deviceC_16,merchantC_2,online,3,17,False,False,26,56.523476523476525,9014.0,129.7,782.92,False
txnD000964,2018-08-16 19:29:25,18.65,debit,93,False,"Cleveland, OH",deviceC_13,merchantC_67,mobile,3,19,False,False,26,44.40559440559441,8337.0,128.9,780.14,False
txnD000965,2018-08-17 02:31:30,20.36,debit,218,False,"Baltimore, MD",deviceC_18,merchantC_26,online,4,2,False,False,26,48.64135864135864,25325.0,128.47,780.18,False
txnD000966,2018-08-17 20:56:19,14.83,credit,242,False,"Pittsburgh, PA",deviceC_34,merchantC_56,branch,4,20,False,False,26,34.25574425574426,66289.0,128.52,780.17,False
txnD000967,2018-08-17 21:14:54,14.51,debit,339,False,"Minneapolis, MN",deviceC_32,merchantC_126,mobile,4,21,False,False,26,33.116883116883116,1115.0,127.71,777.42,False
txnD000968,2018-08-18 18:01:18,20.13,debit,168,False,"Minneapolis, MN",deviceC_1,merchantC_103,branch,5,18,True,True,26,47.722277722277724,74784.0,126.94,774.69,False
txnD000969,2018-08-19 08:48:38,4.13,debit,147,False,"Pittsburgh, PA",deviceC_8,merchantC_134,atm,6,8,True,True,26,2.3776223776223775,53240.0,126.76,774.72,False
txnD000970,2018-08-19 11:09:17,21.37,debit,357,False,"Minneapolis, MN",deviceC_19,merchantC_48,mobile,6,11,True,True,26,51.01898101898102,8439.0,126.01,772.02,False
txnD000971,2018-08-19 21:19:33,9.03,debit,86,False,"Portland, OR",deviceC_10,merchantC_113,mobile,6,21,True,True,26,15.064935064935064,36616.0,125.84,772.04,False
txnD000972,2018-08-20 06:31:30,83.84,debit,112,False,"Miami, FL",deviceC_28,merchantC_52,mobile,0,6,False,False,26,93.20679320679321,33117.0,126.17,772.01,False
txnD000973,2018-08-20 14:04:45,17.13,debit,79,False,"Raleigh, NC",deviceC_28,merchantC_15,branch,0,14,False,False,26,40.709290709290705,27195.0,125.4,769.34,False
txnD000974,2018-08-20 14:47:54,16.64,debit,100,False,"Cleveland, OH",deviceC_30,merchantC_22,atm,0,14,False,False,26,39.400599400599404,2589.0,124.65,766.7,False
txnD000975,2018-08-20 17:30:03,24.1,debit,252,False,"Kansas City, MO",deviceC_15,merchantC_71,mobile,0,17,False,False,26,57.46253746253747,9729.0,123.96,764.08,False
txnD000976,2018-08-21 20:00:01,39.68,debit,213,False,"Atlanta, GA",deviceC_10,merchantC_103,mobile,1,20,False,False,26,77.36263736263737,95398.0,124.04,764.07,False
txnD000977,2018-08-23 02:53:22,9.25,debit,26,False,"Cleveland, OH",deviceC_11,merchantC_119,online,3,2,False,False,26,15.904095904095906,111201.0,124.85,766.68,False
txnD000978,2018-08-23 06:29:08,18.39,debit,304,False,"Raleigh, NC",deviceC_7,merchantC_20,atm,3,6,False,False,26,43.676323676323676,12946.0,124.11,764.06,False
txnD000979,2018-08-23 08:26:03,49.95,debit,170,True,"Orlando, FL",deviceC_21,merchantC_156,online,3,8,False,False,26,83.91608391608392,7015.0,124.41,764.02,False
txnD000980,2018-08-23 11:11:27,15.1,debit,352,False,"Minneapolis, MN",deviceC_22,merchantC_45,online,3,11,False,False,26,35.064935064935064,9924.0,124.48,764.01,False
txnD000981,2018-08-23 13:05:41,27.21,debit,337,False,"Minneapolis, MN",deviceC_32,merchantC_146,atm,3,13,False,False,26,63.21678321678321,6854.0,123.81,761.42,False
txnD000982,2018-08-24 06:12:37,28.04,debit,33,False,"Minneapolis, MN",deviceC_29,merchantC_138,branch,4,6,False,False,26,64.33566433566433,61616.0,123.16,758.85,False
txnD000983,2018-08-25 19:20:02,34.03,debit,265,False,"Minneapolis, MN",deviceC_10,merchantC_121,branch,5,19,True,True,26,72.02797202797203,133645.0,65.87,311.53,False
txnD000984,2018-08-25 19:28:18,176.03,debit,240,False,"Miami, FL",deviceC_3,merchantC_22,mobile,5,19,True,True,26,96.72327672327671,496.0,66.61,310.6,False
txnD000985,2018-08-26 00:45:41,34.18,credit,238,False,"Baltimore, MD",deviceC_25,merchantC_150,online,6,0,True,True,26,72.20779220779221,19043.0,66.4,309.56,False
txnD000986,2018-08-26 11:26:29,7.79,debit,292,False,"Cleveland, OH",deviceC_34,merchantC_24,online,6,11,True,True,26,11.268731268731269,38448.0,66.22,310.65,False
txnD000987,2018-08-27 00:13:23,22.49,debit,197,False,"Raleigh, NC",deviceC_21,merchantC_120,branch,0,0,False,False,26,53.77622377622377,46014.0,66.06,310.66,False
txnD000988,2018-08-27 01:46:25,8.38,debit,22,False,"Pittsburgh, PA",deviceC_23,merchantC_56,online,0,1,False,False,26,12.997002997002996,5582.0,65.67,309.65,False
txnD000989,2018-08-27 04:09:39,7.4,credit,200,False,"Orlando, FL",deviceC_6,merchantC_103,atm,0,4,False,False,26,10.0,8594.0,65.28,308.64,False
txnD000990,2018-08-28 03:58:56,6.12,debit,340,False,"Orlando, FL",deviceC_27,merchantC_135,online,1,3,False,False,26,6.403596403596404,85757.0,64.89,307.65,False
txnD000991,2018-08-28 12:52:14,6.12,debit,208,False,"Orlando, FL",deviceC_23,merchantC_59,mobile,1,12,False,False,26,6.403596403596404,31998.0,64.5,306.67,False
txnD000992,2018-08-29 00:21:33,9.48,debit,228,False,"Raleigh, NC",deviceC_28,merchantC_48,atm,2,0,False,False,26,16.623376623376622,41359.0,64.15,305.69,False
txnD000993,2018-08-30 16:21:54,14.79,debit,30,False,"Miami, FL",deviceC_3,merchantC_44,mobile,3,16,False,False,26,34.07592407592407,144021.0,64.0,306.71,False
txnD000994,2018-08-31 05:40:25,107.01,debit,335,False,"Orlando, FL",deviceC_1,merchantC_112,online,4,5,False,False,26,95.2047952047952,47911.0,65.0,307.69,False
txnD000995,2018-08-31 11:14:52,26.76,credit,159,False,"Kansas City, MO",deviceC_33,merchantC_97,online,4,11,False,False,26,62.4975024975025,20067.0,64.75,306.69,False
txnD000996,2018-08-31 19:59:15,25.62,credit,345,False,"Portland, OR",deviceC_29,merchantC_50,atm,4,19,False,False,26,60.31968031968032,31463.0,64.49,305.69,False
txnD000997,2018-09-01 19:57:42,5.82,debit,38,False,"Baltimore, MD",deviceC_14,merchantC_20,mobile,5,19,True,True,26,5.584415584415584,86307.0,64.42,306.71,False
txnD000998,2018-09-02 02:56:56,44.72,debit,116,False,"Portland, OR",deviceC_5,merchantC_56,online,6,2,True,True,26,81.02897102897103,25154.0,64.29,305.71,False
txnD000999,2018-09-03 03:23:17,44.34,debit,123,True,"Atlanta, GA",deviceC_10,merchantC_114,online,0,3,False,False,26,80.77922077922078,87981.0,64.48,305.68,False
txnD001000,2018-09-03 04:35:26,72.74,debit,224,False,"Pittsburgh, PA",deviceC_20,merchantC_100,branch,0,4,False,False,26,91.70829170829171,4329.0,64.54,304.68,False
txnD001001,2018-09-03 06:21:55,9.47,debit,355,False,"Atlanta, GA",deviceC_10,merchantC_21,atm,0,6,False,False,26,16.583416583416582,6389.0,64.18,303.73,False
txnD001002,2018-09-04 01:29:59,12.03,debit,197,False,"Baltimore, MD",deviceC_16,merchantC_147,branch,1,1,False,False,26,25.004995004995006,68884.0,64.31,305.67,False
txnD001003,2018-09-04 17:12:47,16.06,debit,131,False,"Cleveland, OH",deviceC_33,merchantC_109,online,1,17,False,False,26,37.702297702297706,56568.0,63.99,306.65,False
txnD001004,2018-09-05 04:12:14,9.47,debit,65,False,"Orlando, FL",deviceC_28,merchantC_117,atm,2,4,False,False,26,16.583416583416582,39567.0,48.24,239.94,False
txnD001005,2018-09-05 13:09:33,22.37,debit,171,False,"Portland, OR",deviceC_9,merchantC_157,branch,2,13,False,False,26,53.34665334665335,32239.0,48.3,239.93,False
txnD001006,2018-09-05 19:15:17,17.11,debit,261,False,"Atlanta, GA",deviceC_34,merchantC_67,mobile,2,19,False,False,26,40.629370629370634,21944.0,48.29,239.93,False
txnD001007,2018-09-05 20:25:49,46.58,debit,186,False,"Kansas City, MO",deviceC_10,merchantC_21,online,2,20,False,False,26,82.10789210789211,4232.0,48.27,239.14,False
txnD001008,2018-09-07 08:41:52,12.15,debit,50,False,"Portland, OR",deviceC_1,merchantC_119,branch,4,8,False,False,26,25.354645354645356,130563.0,49.45,243.08,False
txnD001009,2018-09-07 19:59:33,6.24,debit,151,False,"Raleigh, NC",deviceC_11,merchantC_56,mobile,4,19,False,False,26,6.613386613386614,40661.0,49.16,242.28,False
txnD001010,2018-09-07 22:38:04,32.32,credit,263,True,"Miami, FL",deviceC_24,merchantC_70,mobile,4,22,False,False,26,70.02997002997003,9511.0,49.05,241.47,False
txnD001011,2018-09-08 03:42:02,10.56,credit,32,True,"Pittsburgh, PA",deviceC_28,merchantC_139,atm,5,3,True,True,26,20.269730269730267,18238.0,48.79,240.69,False
txnD001012,2018-09-08 22:00:03,9.21,debit,188,False,"Orlando, FL",deviceC_10,merchantC_127,online,5,22,True,True,26,15.734265734265735,65881.0,48.47,240.71,False
txnD001013,2018-09-10 08:22:26,4.64,debit,79,False,"Minneapolis, MN",deviceC_10,merchantC_56,atm,0,8,False,False,26,3.206793206793207,123743.0,48.24,240.73,False
txnD001014,2018-09-11 11:19:01,18.6,credit,90,True,"Pittsburgh, PA",deviceC_32,merchantC_120,branch,1,11,False,False,26,44.26573426573427,96995.0,48.54,241.51,False
txnD001015,2018-09-11 15:41:43,15.8,debit,162,False,"Cleveland, OH",deviceC_26,merchantC_53,online,1,15,False,False,26,37.06293706293706,15762.0,48.51,241.51,False
txnD001016,2018-09-11 19:09:23,27.61,debit,24,False,"Cleveland, OH",deviceC_12,merchantC_80,mobile,1,19,False,False,26,63.646353646353646,12460.0,48.37,240.71,False
txnD001017,2018-09-11 22:38:40,13.13,debit,169,True,"Kansas City, MO",deviceC_6,merchantC_134,online,1,22,False,False,26,28.561438561438564,12557.0,48.14,239.93,False
txnD001018,2018-09-12 16:15:22,6970.64,credit,7495,False,"Tallinn, Estoni",tempdev_71,rare_merchant,online,2,16,False,False,26,99.46053946053947,63402.0,93.94,610.58,True
txnD001019,2018-09-12 21:21:55,80.12,debit,329,False,"Atlanta, GA",deviceC_2,merchantC_57,online,2,21,False,False,26,92.66733266733267,18393.0,93.85,608.57,False
txnD001020,2018-09-13 11:40:26,36.25,credit,251,False,"Orlando, FL",deviceC_19,merchantC_38,branch,3,11,False,False,26,74.25574425574426,51511.0,93.9,608.56,False
txnD001021,2018-09-13 12:53:50,5.57,debit,70,False,"Pittsburgh, PA",deviceC_19,merchantC_105,atm,3,12,False,False,26,5.0749250749250745,4404.0,93.33,606.61,False
txnD001022,2018-09-13 19:48:04,103.27,debit,196,False,"Kansas City, MO",deviceC_24,merchantC_45,online,3,19,False,False,26,94.88511488511489,24854.0,93.39,604.64,False
txnD001023,2018-09-14 03:36:16,12.51,debit,359,False,"Portland, OR",deviceC_1,merchantC_15,online,4,3,False,False,26,26.36363636363636,28092.0,92.87,602.72,False
txnD001024,2018-09-14 15:38:03,58.62,credit,269,False,"Baltimore, MD",deviceC_8,merchantC_134,mobile,4,15,False,False,26,87.81218781218782,43307.0,92.66,600.79,False
txnD001025,2018-09-14 18:22:48,1506.27,credit,5699,False,"Accra, Ghana",tempdev_12,rare_merchant,branch,4,18,False,False,26,97.64235764235765,9885.0,101.6,609.34,True
txnD001026,2018-09-15 06:01:14,24.26,debit,237,False,"Orlando, FL",deviceC_9,merchantC_116,online,5,6,True,True,26,57.66233766233766,41906.0,101.65,609.33,False
txnD001027,2018-09-15 06:21:27,6.67,debit,73,False,"Minneapolis, MN",deviceC_19,merchantC_106,online,5,6,True,True,26,7.792207792207792,1213.0,101.06,607.45,False
txnD001028,2018-09-15 07:05:25,30.2,debit,344,False,"Kansas City, MO",deviceC_27,merchantC_46,atm,5,7,True,True,26,67.37262737262736,2638.0,100.61,605.56,False
txnD001029,2018-09-15 19:08:14,50.7,debit,338,False,"Portland, OR",deviceC_17,merchantC_4,mobile,5,19,True,True,26,84.3956043956044,43369.0,100.3,603.68,False
txnD001030,2018-09-17 02:58:54,54.69,debit,109,False,"Minneapolis, MN",deviceC_32,merchantC_46,online,0,2,False,False,26,86.19380619380618,114640.0,100.48,605.56,False
txnD001031,2018-09-18 10:42:46,45.48,debit,310,False,"Pittsburgh, PA",deviceC_14,merchantC_150,atm,1,10,False,False,26,81.33866133866134,114232.0,100.62,605.54,False
txnD001032,2018-09-18 13:24:13,9.31,credit,22,True,"Miami, FL",deviceC_16,merchantC_60,branch,1,13,False,False,26,16.123876123876123,9687.0,100.05,603.69,False
txnD001033,2018-09-18 14:31:29,29.21,credit,231,False,"Portland, OR",deviceC_12,merchantC_99,atm,1,14,False,False,26,66.12387612387613,4036.0,99.62,601.84,False
txnD001034,2018-09-19 00:58:25,95.33,debit,326,False,"Atlanta, GA",deviceC_29,merchantC_50,online,2,0,False,False,26,94.42557442557442,37616.0,100.11,601.8,False
txnD001035,2018-09-19 09:29:34,36.72,debit,163,False,"Kansas City, MO",deviceC_14,merchantC_3,atm,2,9,False,False,26,74.64535464535464,30669.0,101.23,605.49,False
txnD001036,2018-09-19 16:23:58,56.21,debit,42,False,"Portland, OR",deviceC_7,merchantC_25,branch,2,16,False,False,26,86.88311688311688,24864.0,100.95,603.6,False
txnD001037,2018-09-20 02:53:34,23.23,debit,189,False,"Orlando, FL",deviceC_26,merchantC_108,atm,3,2,False,False,26,55.514485514485514,37776.0,100.97,603.6,False
txnD001038,2018-09-20 16:01:02,39.35,credit,267,True,"Orlando, FL",deviceC_4,merchantC_63,branch,3,16,False,False,26,77.08291708291708,47248.0,100.59,601.74,False
txnD001039,2018-09-20 18:34:47,18.17,debit,281,False,"Cleveland, OH",deviceC_14,merchantC_47,mobile,3,18,False,False,26,43.09690309690309,9225.0,100.08,599.92,False
txnD001040,2018-09-21 20:15:27,60.83,credit,205,False,"Kansas City, MO",deviceC_34,merchantC_63,atm,4,20,False,False,26,88.57142857142857,92440.0,101.27,603.57,False
txnD001041,2018-09-23 20:12:39,25.0,debit,135,False,"Minneapolis, MN",deviceC_10,merchantC_69,atm,6,20,True,True,26,59.07092907092907,172632.0,101.56,609.27,False
txnD001042,2018-09-24 23:24:19,32.51,debit,224,False,"Cleveland, OH",deviceC_13,merchantC_120,atm,0,23,False,False,26,70.30969030969031,97900.0,101.52,609.27,False
txnD001043,2018-09-25 01:27:01,24.7,debit,273,True,"Cleveland, OH",deviceC_28,merchantC_126,mobile,1,1,False,False,26,58.41158841158841,7362.0,101.04,607.37,False
txnD001044,2018-09-25 17:36:53,24.51,debit,191,False,"Portland, OR",deviceC_21,merchantC_116,mobile,1,17,False,False,26,58.08191808191808,58192.0,101.12,607.36,False
txnD001045,2018-09-25 19:23:04,12.79,debit,95,False,"Baltimore, MD",deviceC_14,merchantC_20,branch,1,19,False,False,26,27.282717282717282,6371.0,100.57,605.49,False
txnD001046,2018-09-26 01:45:53,4.72,debit,143,False,"Baltimore, MD",deviceC_12,merchantC_21,branch,2,1,False,False,26,3.4265734265734267,22969.0,99.97,603.64,False
txnD001047,2018-09-27 14:03:42,38.07,debit,261,True,"Cleveland, OH",deviceC_28,merchantC_139,online,3,14,False,False,26,75.96403596403596,130669.0,99.9,603.65,False
txnD001048,2018-09-28 07:36:52,7.09,credit,40,True,"Raleigh, NC",deviceC_17,merchantC_79,online,4,7,False,False,26,9.03096903096903,63190.0,99.33,601.81,False
txnD001049,2018-09-28 22:14:40,21.46,debit,354,False,"Orlando, FL",deviceC_31,merchantC_62,online,4,22,False,False,26,51.16883116883116,52668.0,98.85,599.99,False
txnD001050,2018-09-30 02:15:19,4.25,debit,147,False,"Baltimore, MD",deviceC_7,merchantC_142,mobile,6,2,True,True,26,2.5674325674325673,100839.0,98.49,600.02,False
txnD001051,2018-09-30 23:45:22,19.98,debit,65,False,"Miami, FL",deviceC_10,merchantC_116,mobile,6,23,True,True,26,47.14285714285714,77403.0,98.56,600.01,False
txnD001052,2018-10-01 04:09:24,29.81,debit,23,False,"Raleigh, NC",deviceC_33,merchantC_14,online,0,4,False,False,26,66.97302697302698,15842.0,98.14,598.2,False
txnD001053,2018-10-01 07:50:38,8.13,debit,282,False,"Raleigh, NC",deviceC_28,merchantC_66,atm,0,7,False,False,26,12.377622377622377,13274.0,98.13,598.2,False
txnD001054,2018-10-01 11:39:15,164.6,credit,96,False,"Kansas City, MO",deviceC_29,merchantC_147,atm,0,11,False,False,26,96.56343656343657,13717.0,99.07,598.18,False
txnD001055,2018-10-02 22:11:12,9.34,credit,206,False,"Atlanta, GA",deviceC_26,merchantC_129,mobile,1,22,False,False,26,16.223776223776223,124317.0,98.53,596.39,False
txnD001056,2018-10-03 05:49:17,25.9,credit,197,False,"Kansas City, MO",deviceC_15,merchantC_96,online,2,5,False,False,26,60.77922077922078,27485.0,98.84,598.21,False
txnD001057,2018-10-03 12:17:29,14.83,debit,318,True,"Atlanta, GA",deviceC_13,merchantC_44,branch,2,12,False,False,26,34.25574425574426,23292.0,98.33,596.42,False
txnD001058,2018-10-03 13:28:17,12.9,debit,249,False,"Cleveland, OH",deviceC_4,merchantC_43,mobile,2,13,False,False,26,27.702297702297702,4248.0,97.81,594.64,False
txnD001059,2018-10-04 00:08:16,19.85,credit,60,False,"Kansas City, MO",deviceC_7,merchantC_5,branch,3,0,False,False,26,46.773226773226774,38399.0,97.35,592.88,False
txnD001060,2018-10-04 03:44:15,16.3,credit,57,False,"Portland, OR",deviceC_29,merchantC_13,branch,3,3,False,False,26,38.32167832167832,12959.0,96.86,591.14,False
txnD001061,2018-10-04 12:54:15,43.72,debit,12,False,"Minneapolis, MN",deviceC_6,merchantC_30,atm,3,12,False,False,26,80.33966033966034,33000.0,96.55,589.39,False
txnD001062,2018-10-04 19:51:59,8.44,debit,334,False,"Pittsburgh, PA",deviceC_2,merchantC_124,atm,3,19,False,False,26,13.106893106893109,25064.0,96.03,587.68,False
txnD001063,2018-10-05 03:13:51,10.72,debit,170,False,"Minneapolis, MN",deviceC_21,merchantC_51,atm,4,3,False,False,26,20.939060939060937,26512.0,95.53,585.99,False
txnD001064,2018-10-05 06:55:50,31.91,debit,111,False,"Cleveland, OH",deviceC_27,merchantC_65,branch,4,6,False,False,26,69.55044955044956,13319.0,95.16,584.29,False
txnD001065,2018-10-05 10:56:30,5.89,credit,224,False,"Kansas City, MO",deviceC_31,merchantC_73,mobile,4,10,False,False,26,5.854145854145854,14440.0,94.65,582.63,False
txnD001066,2018-10-07 02:07:54,110.88,debit,52,False,"Atlanta, GA",deviceC_13,merchantC_78,atm,6,2,True,True,26,95.38461538461539,141084.0,95.35,586.0,False
txnD001067,2018-10-08 00:18:48,50.85,debit,345,False,"Minneapolis, MN",deviceC_16,merchantC_41,online,0,0,False,False,26,84.43556443556443,79854.0,95.18,586.0,False
txnD001068,2018-10-08 13:24:01,13.89,credit,90,False,"Baltimore, MD",deviceC_2,merchantC_128,mobile,0,13,False,False,26,30.919080919080923,47113.0,94.7,584.32,False
txnD001069,2018-10-08 16:41:26,25.78,debit,296,False,"Pittsburgh, PA",deviceC_14,merchantC_136,atm,0,16,False,False,26,60.579420579420585,11845.0,94.8,584.31,False
txnD001070,2018-10-10 07:26:31,94.65,debit,289,False,"Miami, FL",deviceC_1,merchantC_78,online,2,7,False,False,26,94.36563436563436,139505.0,96.52,589.39,False
txnD001071,2018-10-10 15:33:04,15.85,debit,231,False,"Minneapolis, MN",deviceC_23,merchantC_159,mobile,2,15,False,False,26,37.26273726273726,29193.0,96.04,587.68,False
txnD001072,2018-10-10 19:05:04,10.78,credit,29,False,"Raleigh, NC",deviceC_13,merchantC_75,mobile,2,19,False,False,26,21.12887112887113,12720.0,95.54,585.98,False
txnD001073,2018-10-10 23:10:08,36.79,credit,44,False,"Pittsburgh, PA",deviceC_7,merchantC_99,atm,2,23,False,False,26,74.76523476523477,14704.0,95.2,584.28,False
txnD001074,2018-10-11 01:53:27,19.68,debit,76,False,"Orlando, FL",deviceC_11,merchantC_65,online,3,1,False,False,26,46.53346653346653,9799.0,94.77,582.61,False
txnD001075,2018-10-11 08:27:28,38.61,credit,101,False,"Portland, OR",deviceC_9,merchantC_154,atm,3,8,False,False,26,76.46353646353646,23641.0,94.44,580.94,False
txnD001076,2018-10-11 20:40:17,51.93,debit,16,False,"Baltimore, MD",deviceC_1,merchantC_82,branch,3,20,False,False,26,85.03496503496504,43969.0,94.91,582.59,False
txnD001077,2018-10-12 04:32:53,1.87,debit,211,True,"Orlando, FL",deviceC_29,merchantC_119,branch,4,4,False,False,26,0.0999000999000999,28356.0,94.38,580.95,False
txnD001078,2018-10-12 13:59:27,13.93,debit,311,False,"Kansas City, MO",deviceC_34,merchantC_13,branch,4,13,False,False,26,31.038961038961038,33994.0,93.92,579.31,False
txnD001079,2018-10-12 21:00:14,18.15,debit,187,False,"Kansas City, MO",deviceC_8,merchantC_83,atm,4,21,False,False,26,43.05694305694306,25247.0,93.49,577.68,False
txnD001080,2018-10-13 09:25:02,39.39,debit,348,False,"Atlanta, GA",deviceC_1,merchantC_8,online,5,9,True,True,26,77.17282717282717,44688.0,93.6,579.33,False
