id,amount,date,merchant_city,mcc,target
1094,34.22,2017-03-26 15:31:10,Knoxville,5251,0
1095,24.15,2017-03-28 19:39:47,Knoxville,7549,0
1096,10.18,2017-03-29 03:04:31,Knoxville,4121,0
1097,48.47,2017-03-29 05:36:01,Knoxville,4814,0
1098,67.79,2017-03-30 08:30:12,Knoxville,3256,0
1099,20.19,2017-03-30 19:44:24,Knoxville,5211,0
1100,53.44,2017-03-31 02:30:03,Knoxville,8931,0
1101,33.01,2017-03-31 08:40:05,Knoxville,4511,0
1102,44.8,2017-04-01 00:17:03,Knoxville,5722,0
1103,66.93,2017-04-01 10:21:06,Kingsville,4112,0
1104,39.29,2017-04-01 15:56:48,Knoxville,3393,0
1105,82.13,2017-04-02 02:19:32,Knoxville,7542,0
1106,34.4,2017-04-02 06:42:13,Knoxville,7349,0
1107,181.76,2017-04-03 01:25:05,Knoxville,7801,0
1108,22.13,2017-04-03 02:30:36,Knoxville,5814,0
1109,49.42,2017-04-04 04:57:39,ONLINE,5814,0
1110,99.8,2017-04-04 08:23:16,Salem,8041,0
1111,22.23,2017-04-04 17:41:04,Knoxville,5814,0
1112,25.78,2017-04-05 11:06:22,Jenks,5211,0
1113,52.18,2017-04-05 12:45:30,Hamilton,3509,0
1114,58.93,2017-04-06 03:58:09,Knoxville,3393,0
1115,85.07,2017-04-06 05:35:39,ONLINE,3005,0
1116,29.91,2017-04-06 12:59:59,Knoxville,5941,0
1117,79.73,2017-04-07 08:59:03,Knoxville,3144,0
1118,45.95,2017-04-08 23:42:16,Knoxville,3640,0
1119,33.57,2017-04-10 21:41:16,Knoxville,5942,0
1120,37.59,2017-04-11 03:14:05,Saint Marys,5977,0
1121,32.08,2017-04-12 03:44:41,Knoxville,5045,0
1122,141.81,2017-04-12 19:30:21,Rockwall,4784,0
1123,31.77,2017-04-12 21:47:09,Reidsville,3009,0
1124,29.64,2017-04-14 11:27:37,Knoxville,5261,0
1125,25.89,2017-04-14 15:13:16,Knoxville,3144,0
1126,40.56,2017-04-15 01:54:54,ONLINE,5661,0
1127,70.5,2017-04-15 14:09:49,Knoxville,5499,0
1128,141.63,2017-04-15 14:24:53,Knoxville,8041,0
1129,13.78,2017-04-15 23:34:38,ONLINE,5816,0
1130,43.24,2017-04-16 05:29:12,Knoxville,3359,0
1131,46.55,2017-04-16 19:26:13,Knoxville,3640,0
1132,15.9,2017-04-17 01:34:57,Knoxville,4511,0
1133,50.06,2017-04-18 00:19:33,Knoxville,7531,0
1134,29.8,2017-04-18 13:25:47,Knoxville,5912,0
1135,97.47,2017-04-19 22:57:02,Knoxville,5311,0
1136,38.07,2017-04-20 12:33:06,Knoxville,5251,0
1137,30.2,2017-04-25 21:41:08,Knoxville,9402,0
1138,26.9,2017-04-26 02:01:44,Knoxville,3640,0
1139,14.36,2017-04-26 15:17:05,Knoxville,3730,0
1140,30.29,2017-04-27 12:32:57,Knoxville,5722,0
1141,65.93,2017-04-28 06:10:50,Knoxville,7230,0
1142,21.02,2017-04-28 23:19:53,Blue Springs,8043,0
1143,54.99,2017-04-29 05:12:00,Knoxville,5621,0
1144,9.37,2017-04-29 13:55:54,Knoxville,5712,0
1145,17.91,2017-05-01 06:36:22,Knoxville,8011,0
1146,37.75,2017-05-02 17:01:23,Knoxville,5932,0
1147,49.17,2017-05-03 14:58:57,Knoxville,7549,0
1148,66.8,2017-05-05 07:18:06,Knoxville,3390,0
1149,171.03,2017-05-10 18:40:32,ONLINE,3007,0
1150,54.54,2017-05-10 20:24:13,Knoxville,3359,0
1151,44.43,2017-05-11 06:21:42,Moseley,3730,0
1152,72.87,2017-05-12 02:37:37,Knoxville,3075,0
1153,67.47,2017-05-13 03:49:35,Knoxville,3007,0
1154,41.13,2017-05-13 06:11:41,Knoxville,7542,0
1155,32.28,2017-05-13 06:25:00,Knoxville,5655,0
1156,29.46,2017-05-13 15:58:15,Knoxville,3640,0
1157,35.75,2017-05-14 08:04:23,Knoxville,7996,0
1158,42.07,2017-05-15 02:23:07,Knoxville,7011,0
1159,34.02,2017-05-15 06:43:27,Knoxville,3775,0
1160,40.44,2017-05-16 18:53:33,Knoxville,3007,0
1161,31.02,2017-05-17 11:51:35,Knoxville,3260,0
1162,38.16,2017-05-17 17:03:43,Knoxville,3596,0
1163,37.8,2017-05-19 11:13:11,Knoxville,5661,0
1164,104.35,2017-05-19 11:40:39,Falls Church,5812,0
1165,38.35,2017-05-19 12:54:11,Knoxville,4722,0
1166,16.16,2017-05-20 07:52:43,Knoxville,5045,0
1167,82.93,2017-05-20 14:10:12,Knoxville,3000,0
1168,84.83,2017-05-20 23:25:47,ONLINE,5812,0
1169,35.54,2017-05-21 03:44:53,Knoxville,7996,0
1170,36.22,2017-05-21 11:45:24,Knoxville,5977,0
1171,11022.32,2017-05-21 15:21:08,Mc Queeney,8021,1
1172,13.79,2017-05-22 00:35:55,Knoxville,3008,0
1173,13.76,2017-05-22 12:08:10,Knoxville,7349,0
1174,41.6,2017-05-23 03:33:42,Knoxville,3775,0
1175,27.96,2017-05-25 21:57:44,Knoxville,3359,0
1176,57.34,2017-05-27 10:57:00,Knoxville,3771,0
1177,103.75,2017-05-28 03:39:41,Knoxville,5651,0
1178,65.57,2017-05-29 01:29:32,Knoxville,3684,0
1179,44.43,2017-05-29 21:03:19,Knoxville,3722,0
1180,22.59,2017-05-29 21:13:25,Knoxville,4131,0
1181,214.41,2017-05-30 07:42:41,Knoxville,3144,0
1182,28.16,2017-05-30 17:19:53,Knoxville,4899,0
1183,23.9,2017-05-30 23:56:10,Knoxville,7922,0
1184,30.82,2017-05-31 02:41:00,Knoxville,5499,0
1185,53.52,2017-05-31 03:10:00,Knoxville,3390,0
1186,39.24,2017-06-02 20:40:48,ONLINE,5813,0
1187,87.74,2017-06-03 00:49:58,Knoxville,4899,0
1188,37.8,2017-06-04 10:30:27,Knoxville,4899,0
1189,34.62,2017-06-05 14:02:59,Knoxville,4111,0
1190,93.75,2017-06-05 17:46:12,Council Hill,5251,0
1191,54.39,2017-06-05 19:11:56,Knoxville,1711,0
1192,23.99,2017-06-06 01:27:53,Knoxville,3780,0
1193,101.57,2017-06-06 13:24:47,Rural Hall,5942,0
1194,31.52,2017-06-07 01:50:03,Phoenix,3007,0
1195,27.62,2017-06-07 20:38:38,Wilmette,3395,0
1196,80.14,2017-06-12 23:51:32,Knoxville,8043,0
1197,36.25,2017-06-13 03:38:21,Knoxville,8043,0
1198,67.42,2017-06-14 18:36:25,Knoxville,8011,0
1199,36.19,2017-06-15 13:24:09,Knoxville,3722,0
1200,35.93,2017-06-17 05:31:15,Knoxville,4784,0
1201,37.75,2017-06-17 20:52:08,Knoxville,4784,0
1202,47.35,2017-06-18 20:21:23,Knoxville,7349,0
1203,41.57,2017-06-18 22:19:52,Knoxville,5300,0
1204,32.47,2017-06-19 23:49:53,Macclesfield,5816,0
1205,28.76,2017-06-21 04:23:58,Knoxville,3256,0
1206,24.01,2017-06-21 21:48:37,Knoxville,3393,0
1207,24.76,2017-06-22 00:18:23,Knoxville,7538,0
1208,42.49,2017-06-23 03:48:16,Fountain City,5941,0
1209,36.25,2017-06-23 06:18:10,Knoxville,5193,0
1210,47.8,2017-06-23 06:58:48,Knoxville,7542,0
1211,44.4,2017-06-23 21:18:33,Knoxville,7996,0
1212,49.22,2017-06-25 08:44:12,Knoxville,5661,0
1213,53.73,2017-06-25 18:24:27,Knoxville,3066,0
1214,31.15,2017-06-26 10:19:51,Knoxville,7393,0
1215,64.7,2017-06-27 14:29:57,ONLINE,3596,0
1216,81.55,2017-06-29 20:47:03,Knoxville,3008,0
1217,52.42,2017-06-29 22:51:53,Knoxville,3005,0
1218,23.75,2017-06-30 04:10:11,Knoxville,3007,0
1219,51.88,2017-06-30 17:14:46,Knoxville,3132,0
1220,111.59,2017-07-01 08:10:16,Knoxville,5812,0
1221,67.14,2017-07-02 05:43:14,Knoxville,3001,0
1222,51.36,2017-07-03 09:08:23,Knoxville,3387,0
1223,64.39,2017-07-04 16:37:35,Knoxville,5411,0
1224,28.59,2017-07-05 19:59:23,Knoxville,5251,0
1225,44.87,2017-07-06 16:54:08,Gilroy,7276,0
1226,4.56,2017-07-06 17:01:14,Knoxville,3008,0
1227,50.18,2017-07-06 21:42:25,Knoxville,5977,0
1228,5207.33,2017-07-07 13:45:32,Fort Myers,3405,1
1229,14.84,2017-07-07 16:11:52,Knoxville,7549,0
1230,82.31,2017-07-08 08:50:45,Knoxville,4111,0
1231,44.42,2017-07-09 04:13:39,Knoxville,5712,0
1232,14.2,2017-07-09 09:37:28,ONLINE,5251,0
1233,17.78,2017-07-09 13:15:43,Knoxville,7549,0
1234,85.65,2017-07-09 13:58:08,Knoxville,5541,0
1235,151.79,2017-07-11 03:22:58,Knoxville,5977,0
1236,23.83,2017-07-11 13:55:05,Knoxville,9402,0
1237,26.51,2017-07-11 14:17:23,Knoxville,3393,0
1238,21.61,2017-07-12 11:15:51,Knoxville,8062,0
1239,55.29,2017-07-13 14:28:14,Knoxville,3075,0
1240,41.81,2017-07-13 20:35:16,Berlin,3359,0
1241,78.31,2017-07-14 05:01:50,Knoxville,3001,0
1242,42.38,2017-07-14 21:49:41,Knoxville,5732,0
1243,19.75,2017-07-14 23:47:20,Knoxville,5193,0
1244,149.13,2017-07-15 01:56:32,Knoxville,6300,0
1245,19.37,2017-07-15 10:21:10,Knoxville,7011,0
1246,47.9,2017-07-17 22:23:38,Knoxville,7542,0
1247,24.49,2017-07-18 13:48:36,Knoxville,5541,0
1248,29.28,2017-07-18 14:34:31,Knoxville,5094,0
1249,47.57,2017-07-18 19:54:28,Knoxville,3008,0
1250,49.16,2017-07-19 07:16:04,Knoxville,3174,0
1251,50.0,2017-07-19 08:55:07,Knoxville,3000,0
1252,37.78,2017-07-21 04:07:49,Knoxville,5947,0
1253,22.39,2017-07-21 19:22:05,Knoxville,5310,0
1254,24.84,2017-07-21 21:29:58,Knoxville,7230,0
1255,22.02,2017-07-22 18:18:37,Knoxville,5977,0
1256,52.32,2017-07-25 04:15:25,Amityville,3596,0
1257,40.77,2017-07-26 22:32:30,ONLINE,5712,0
1258,45.16,2017-07-26 23:52:34,Knoxville,5932,0
1259,38.65,2017-07-27 03:14:43,Knoxville,7996,0
1260,65.48,2017-07-28 15:41:23,Knoxville,8043,0
1261,30.59,2017-07-29 23:16:53,Knoxville,3684,0
1262,34.45,2017-07-31 09:07:50,Knoxville,3596,0
1263,46.97,2017-07-31 16:36:48,Knoxville,4722,0
1264,28.28,2017-08-02 19:59:11,Knoxville,5816,0
1265,30.73,2017-08-04 17:58:41,Knoxville,7349,0
1266,87.54,2017-08-04 23:30:40,ONLINE,3359,0
1267,38.47,2017-08-04 23:35:41,Knoxville,5977,0
1268,45.19,2017-08-05 01:20:33,Knoxville,5815,0
1269,70.71,2017-08-06 00:31:27,Knoxville,7531,0
1270,16.99,2017-08-06 03:59:05,Knoxville,7349,0
1271,43.34,2017-08-06 20:54:18,Anacortes,3389,0
1272,30.81,2017-08-06 23:55:06,Knoxville,3390,0
1273,74.06,2017-08-07 03:38:44,Knoxville,3504,0
1274,47.44,2017-08-08 04:13:17,Knoxville,4722,0
1275,69.0,2017-08-09 06:10:58,Knoxville,5661,0
1276,32.72,2017-08-09 12:55:00,Knoxville,8099,0
1277,110.64,2017-08-11 20:43:19,Knoxville,7349,0
1278,39.55,2017-08-12 04:48:24,Knoxville,7531,0
1279,53.49,2017-08-13 04:52:46,Knoxville,5193,0
1280,18.38,2017-08-13 11:11:10,Knoxville,3640,0
1281,45.24,2017-08-13 17:17:21,Knoxville,5932,0
1282,21.18,2017-08-14 05:46:31,Knoxville,3000,0
1283,22.8,2017-08-15 22:28:08,Chula Vista,3780,0
1284,14.33,2017-08-18 08:57:28,Gloucester,8043,0
1285,40.82,2017-08-20 20:41:43,Overland Park,7531,0
1286,61.02,2017-08-24 19:49:46,Knoxville,3144,0
1287,80.83,2017-08-26 14:27:27,Knoxville,3730,0
1288,33.38,2017-08-29 03:47:15,Knoxville,7538,0
1289,32.09,2017-08-29 05:03:29,Knoxville,7538,0
1290,61.62,2017-08-29 15:39:51,Benson,8011,0
1291,36.4,2017-09-01 00:56:07,Knoxville,7801,0
1292,17.83,2017-09-01 08:53:13,Knoxville,5712,0
1293,8.57,2017-09-01 12:54:54,Knoxville,5970,0
1294,64.3,2017-09-01 18:58:32,Ogden,3405,0
1295,35.18,2017-09-02 01:27:44,Knoxville,3393,0
1296,21.77,2017-09-03 04:31:46,Knoxville,8049,0
1297,48.99,2017-09-03 15:53:16,Hedgesville,5912,0
1298,27.91,2017-09-04 20:21:56,Knoxville,5719,0
1299,34.29,2017-09-05 11:34:22,Knoxville,3393,0
1300,51.79,2017-09-05 14:30:23,Knoxville,1711,0
1301,35.4,2017-09-06 03:31:02,Muskogee,5733,0
1302,56.42,2017-09-06 13:02:03,Knoxville,3359,0
1303,43.73,2017-09-07 00:21:43,Knoxville,5541,0
1304,77.58,2017-09-07 03:45:13,Mason,3008,0
1305,39.39,2017-09-07 23:36:12,Knoxville,3684,0
1306,33.48,2017-09-08 00:42:29,Knoxville,5970,0
1307,86.26,2017-09-08 07:04:23,Knoxville,3771,0
1308,153.5,2017-09-09 11:54:24,Knoxville,3006,0
1309,59.5,2017-09-10 05:35:39,Knoxville,8099,0
1310,23.09,2017-09-10 19:50:49,Knoxville,4111,0
1311,36.98,2017-09-11 09:35:06,Knoxville,4814,0
1312,63.38,2017-09-12 13:02:34,Knoxville,5251,0
1313,51.85,2017-09-14 05:47:02,Knoxville,5932,0
1314,66.25,2017-09-14 14:58:10,Knoxville,7531,0
1315,86.74,2017-09-15 04:21:56,Knoxville,3256,0
1316,40.12,2017-09-15 04:22:50,Knoxville,5655,0
1317,32.68,2017-09-16 00:05:36,Knoxville,7832,0
1318,218.5,2017-09-16 06:21:04,Knoxville,5310,0
1319,61.44,2017-09-17 07:23:53,Knoxville,7996,0
1320,21.1,2017-09-18 09:45:06,Knoxville,5192,0
1321,60.56,2017-09-19 15:45:29,Knoxville,7011,0
1322,52.12,2017-09-19 16:49:32,Knoxville,4131,0
1323,81.79,2017-09-19 21:57:03,ONLINE,3504,0
1324,59.37,2017-09-20 02:05:54,Knoxville,8043,0
1325,87.81,2017-09-20 03:00:41,Knoxville,3722,0
1326,8.02,2017-09-20 07:13:19,Knoxville,3509,0
1327,77.75,2017-09-20 11:42:53,Elmer,3174,0
1328,39.67,2017-09-23 04:43:03,Knoxville,5541,0
1329,42.93,2017-09-23 10:19:29,Knoxville,5045,0
1330,33.86,2017-09-23 16:37:18,Knoxville,3722,0
1331,9.34,2017-09-23 18:27:44,ONLINE,3008,0
1332,24.26,2017-09-25 12:37:49,Knoxville,8021,0
1333,36.73,2017-09-28 11:05:05,Knoxville,8041,0
1334,25.12,2017-09-29 01:11:30,Knoxville,3775,0
1335,40.96,2017-09-29 12:38:32,Knoxville,3405,0
1336,31.39,2017-09-29 13:01:49,Knoxville,3001,0
1337,43.64,2017-09-29 20:23:09,Knoxville,3387,0
1338,39.4,2017-09-30 02:58:48,Knoxville,5722,0
1339,43.98,2017-10-01 08:48:36,Knoxville,3008,0
1340,16.48,2017-10-01 09:04:16,Knoxville,5941,0
1341,16.06,2017-10-01 19:18:46,Knoxville,3640,0
1342,17.9,2017-10-01 19:23:31,Knoxville,5193,0
1343,50.01,2017-10-02 04:16:26,Knoxville,3075,0
1344,82.73,2017-10-02 20:49:12,Knoxville,8099,0
1345,82.15,2017-10-04 00:06:35,Knoxville,4112,0
1346,34.13,2017-10-04 04:01:50,Knoxville,4112,0
1347,19.86,2017-10-04 07:12:48,Knoxville,3780,0
1348,65.29,2017-10-05 01:53:13,Knoxville,1711,0
1349,90.9,2017-10-06 08:48:14,Menominee,8111,0
1350,148.36,2017-10-06 17:54:56,Knoxville,6300,0
1351,102.1,2017-10-08 06:51:59,Knoxville,5651,0
1352,67.67,2017-10-08 12:57:53,Knoxville,4900,0
1353,268.94,2017-10-08 19:14:37,Knoxville,3132,0
1354,54.93,2017-10-09 18:15:35,Knoxville,5977,0
1355,94.83,2017-10-11 17:28:41,Knoxville,4112,0
1356,17.02,2017-10-12 12:12:15,Knoxville,3000,0
1357,71.53,2017-10-12 12:59:36,ONLINE,3001,0
1358,49.87,2017-10-12 22:34:19,Knoxville,1711,0
1359,48.72,2017-10-13 20:09:19,Melvindale,3509,0
1360,43.52,2017-10-14 01:42:21,Knoxville,4112,0
1361,38.29,2017-10-14 02:44:28,Geneseo,3007,0
1362,68.46,2017-10-14 05:26:22,Knoxville,5932,0
1363,95.56,2017-10-15 07:00:38,Knoxville,3596,0
1364,69.77,2017-10-17 05:59:11,Knoxville,5211,0
1365,31.89,2017-10-18 01:19:16,ONLINE,4899,0
1366,44.65,2017-10-18 15:02:29,Knoxville,4829,0
1367,27.44,2017-10-19 17:42:50,Knoxville,3393,0
1368,88.26,2017-10-21 02:34:52,ONLINE,5815,0
1369,44.05,2017-10-23 16:53:04,Knoxville,4214,0
1370,100.36,2017-10-23 18:41:40,Knoxville,8099,0
1371,84.44,2017-10-24 12:39:13,Knoxville,5499,0
1372,66.62,2017-10-24 22:01:13,Knoxville,3260,0
1373,23.37,2017-10-25 14:55:47,Knoxville,8111,0
1374,41.2,2017-10-25 19:19:47,Knoxville,7922,0
1375,17.18,2017-10-26 07:15:07,Knoxville,4899,0
1376,148.77,2017-10-26 08:08:48,Brownwood,4814,0
1377,43.62,2017-10-26 11:34:40,Knoxville,3596,0
1378,51.97,2017-10-26 21:14:12,Knoxville,3780,0
1379,13.46,2017-10-27 21:17:53,Knoxville,5815,0
1380,84.49,2017-10-28 15:08:13,Knoxville,3359,0
1381,50.17,2017-10-29 07:46:22,Knoxville,3001,0
1382,41.81,2017-10-29 19:50:01,Maple Hill,5311,0
1383,69.38,2017-10-30 03:27:15,Knoxville,5816,0
1384,38.72,2017-11-01 02:31:52,Bethlehem,5045,0
1385,29.27,2017-11-01 12:19:36,Santa Barbara,7393,0
1386,37.95,2017-11-01 16:02:50,Knoxville,3780,0
1387,23.16,2017-11-01 20:18:47,Elkin,4214,0
1388,45.93,2017-11-04 09:59:53,Knoxville,3144,0
1389,34.68,2017-11-04 22:18:33,Knoxville,4111,0
1390,30.87,2017-11-06 06:47:47,Knoxville,4722,0
1391,47.39,2017-11-09 03:26:10,ONLINE,5651,0
1392,35.82,2017-11-09 06:00:57,Knoxville,5970,0
1393,73.95,2017-11-10 07:35:52,ONLINE,4112,0
1394,58.66,2017-11-10 07:38:40,Knoxville,5621,0
1395,45.93,2017-11-11 02:00:05,Knoxville,3132,0
1396,65.7,2017-11-11 02:13:58,Knoxville,5211,0
1397,70.59,2017-11-13 03:33:33,Knoxville,5722,0
1398,26.02,2017-11-13 10:52:03,ONLINE,3007,0
1399,21.94,2017-11-14 01:58:59,Knoxville,4121,0
1400,88.81,2017-11-14 21:11:50,Knoxville,5970,0
1401,59.64,2017-11-15 07:51:49,Knoxville,3000,0
1402,50.98,2017-11-15 16:26:54,Knoxville,3132,0
1403,36.32,2017-11-15 23:12:41,Knoxville,4411,0
1404,65.06,2017-11-17 01:46:35,Atlantic Beach,3771,0
1405,45.01,2017-11-17 03:00:21,Knoxville,3260,0
1406,86.39,2017-11-17 13:57:23,Knoxville,3393,0
1407,55.04,2017-11-18 01:03:36,Knoxville,4784,0
1408,77.92,2017-11-18 12:34:24,Knoxville,3509,0
1409,35.27,2017-11-19 11:19:06,Knoxville,7996,0
1410,42.72,2017-11-19 17:43:14,Knoxville,8099,0
1411,58.32,2017-11-20 09:22:39,Knoxville,3001,0
1412,31.45,2017-11-20 13:26:19,Knoxville,5300,0
1413,44.58,2017-11-20 15:20:19,Knoxville,3000,0
1414,45.17,2017-11-21 19:59:25,Knoxville,5932,0
1415,16.86,2017-11-23 05:13:42,Knoxville,5655,0
1416,34.09,2017-11-23 17:29:04,Knoxville,4900,0
1417,86.33,2017-11-25 03:30:31,Clarinda,3007,0
1418,66.29,2017-11-25 20:58:40,Knoxville,8111,0
1419,28.67,2017-11-26 03:49:06,Knoxville,3395,0
1420,17.13,2017-11-26 17:32:17,Knoxville,5813,0
1421,36.91,2017-11-27 02:07:01,Knoxville,8931,0
1422,13.8,2017-11-27 09:10:11,Dawsonville,5310,0
1423,33.7,2017-11-27 12:05:15,Knoxville,3730,0
1424,81.39,2017-11-28 00:23:38,Knoxville,7011,0
1425,30.84,2017-11-29 02:05:10,Knoxville,3256,0
1426,41.9,2017-11-29 02:24:27,Knoxville,8099,0
1427,48.91,2017-11-29 16:53:27,Ogdensburg,5921,0
1428,72.74,2017-12-01 11:22:04,ONLINE,4829,0
1429,72.58,2017-12-02 07:53:12,Knoxville,3009,0
1430,39.24,2017-12-02 13:55:43,Knoxville,4111,0
1431,41.42,2017-12-03 02:26:31,Greenup,3005,0
1432,65.78,2017-12-04 19:00:16,Knoxville,5499,0
1433,116.11,2017-12-05 20:16:01,Knoxville,5094,0
1434,47.67,2017-12-06 01:45:11,Knoxville,4814,0
1435,49.87,2017-12-06 07:47:19,Knoxville,7011,0
1436,58.12,2017-12-06 20:49:28,Universal City,4829,0
1437,30.32,2017-12-08 09:54:03,Knoxville,5499,0
1438,8.09,2017-12-09 13:04:03,Marina,5533,0
1439,8507.73,2017-12-10 20:30:05,New Berlin,5921,1
1440,12.85,2017-12-12 09:42:33,Knoxville,7230,0
1441,86.35,2017-12-12 15:09:28,Knoxville,3132,0
1442,34.95,2017-12-12 21:58:41,Knoxville,3780,0
1443,36.89,2017-12-13 01:05:35,Knoxville,3066,0
1444,79.54,2017-12-13 04:28:09,Brunswick,3359,0
1445,77.88,2017-12-13 17:22:09,Knoxville,8043,0
1446,25.31,2017-12-13 18:19:31,Knoxville,3387,0
1447,41.14,2017-12-15 03:14:04,Knoxville,3405,0
1448,40.02,2017-12-15 07:03:10,Latrobe,7210,0
1449,53.66,2017-12-15 12:44:02,Knoxville,3008,0
1450,42.67,2017-12-18 14:27:01,Knoxville,7801,0
1451,21.73,2017-12-18 19:45:48,Knoxville,3058,0
1452,22.22,2017-12-19 11:41:38,Knoxville,4784,0
1453,72.29,2017-12-20 12:14:13,Knoxville,4112,0
1454,37.5,2017-12-21 04:39:27,Knoxville,7922,0
1455,17294.14,2017-12-21 20:28:01,Catawba,5045,1
1456,94.66,2017-12-23 02:24:33,Atkinson,7995,0
1457,40.5,2017-12-23 12:48:11,Hogansville,7802,0
1458,32.14,2017-12-24 09:15:57,Knoxville,3066,0
1459,24.15,2017-12-26 14:01:01,Knoxville,5251,0
1460,40.11,2017-12-31 09:20:16,Knoxville,7531,0
1461,25.06,2018-01-01 12:04:50,Knoxville,3390,0
1462,57.36,2018-01-01 19:49:16,Knoxville,5094,0
1463,38.43,2018-01-02 20:31:34,ONLINE,3393,0
1464,23.57,2018-01-03 05:56:41,ONLINE,5814,0
1465,36.42,2018-01-03 22:51:35,Knoxville,7995,0
1466,53.99,2018-01-04 21:09:24,Knoxville,3007,0
1467,83.68,2018-01-05 01:29:23,Knoxville,7549,0
1468,39.78,2018-01-05 06:27:20,Knoxville,5311,0
1469,86.77,2018-01-05 06:39:43,Sugar Land,6300,0
1470,20.42,2018-01-09 07:37:25,Knoxville,5719,0
1471,66.69,2018-01-09 15:29:35,Knoxville,8062,0
1472,40.48,2018-01-11 08:59:43,Knoxville,4411,0
1473,57.96,2018-01-11 10:14:27,Knoxville,3008,0
1474,16.78,2018-01-11 15:24:59,ONLINE,5722,0
1475,76.75,2018-01-12 00:40:22,Knoxville,5816,0
1476,31.01,2018-01-13 01:20:17,Knoxville,3722,0
1477,80.94,2018-01-13 15:34:29,Knoxville,5310,0
1478,34.54,2018-01-14 16:01:30,ONLINE,7996,0
1479,58.68,2018-01-15 05:08:18,Knoxville,4899,0
1480,47.31,2018-01-15 17:33:10,Knoxville,8099,0
1481,41.34,2018-01-15 17:36:11,Knoxville,4722,0
1482,29.99,2018-01-17 10:50:59,Knoxville,3000,0
1483,37.63,2018-01-18 06:48:00,Knoxville,3001,0
1484,85.08,2018-01-18 20:34:00,Knoxville,7549,0
1485,70.4,2018-01-19 03:33:50,Knoxville,9402,0
1486,6264.28,2018-01-19 04:24:23,Tahoe City,7349,1
1487,24.42,2018-01-21 23:29:50,Knoxville,7531,0
1488,65.04,2018-01-22 21:12:17,Knoxville,3730,0
1489,38.9,2018-01-24 08:16:58,Knoxville,3144,0
1490,27.33,2018-01-24 12:05:44,Knoxville,8099,0
1491,51.06,2018-01-24 13:09:43,Knoxville,5813,0
1492,31.11,2018-01-25 00:12:24,Knoxville,3389,0
1493,35.64,2018-01-26 12:26:40,Flemington,5661,0
1494,54.29,2018-01-26 16:13:15,Fort Jones,7276,0
1495,62.29,2018-01-27 10:14:20,Knoxville,7922,0
1496,53.78,2018-01-27 17:40:14,Knoxville,5192,0
1497,26.7,2018-01-27 19:57:49,Little Elm,7801,0
1498,29.57,2018-01-28 08:40:03,Knoxville,5310,0
1499,31.8,2018-01-29 17:49:01,Knoxville,3144,0
1500,68.3,2018-01-30 12:29:26,Knoxville,3007,0
1501,27.93,2018-01-30 23:51:25,Knoxville,5541,0
1502,28.15,2018-02-01 23:30:44,Knoxville,5310,0
1503,12.85,2018-02-02 20:30:46,Knoxville,3393,0
1504,50.65,2018-02-03 15:03:22,Knoxville,5921,0
1505,82.08,2018-02-03 22:40:56,Knoxville,5094,0
1506,44.31,2018-02-04 20:32:17,Cortez,3771,0
1507,18.63,2018-02-05 02:08:38,Knoxville,4214,0
1508,51.64,2018-02-05 05:15:26,Knoxville,5193,0
1509,17.36,2018-02-06 01:51:01,ONLINE,4131,0
1510,80.26,2018-02-06 11:50:13,Knoxville,5970,0
1511,39.81,2018-02-07 12:49:54,Knoxville,7802,0
1512,23.24,2018-02-07 15:17:25,Knoxville,7995,0
1513,28.49,2018-02-07 22:23:03,Seven Mile,5941,0
1514,48.77,2018-02-08 13:03:47,Knoxville,5499,0
1515,46.12,2018-02-09 20:40:46,Knoxville,5655,0
1516,18.64,2018-02-10 08:49:06,Knoxville,5977,0
1517,24.29,2018-02-10 13:48:46,Knoxville,7538,0
1518,15.97,2018-02-10 16:19:23,ONLINE,5941,0
1519,45.28,2018-02-11 02:07:35,ONLINE,5261,0
1520,32.4,2018-02-11 19:58:05,Del Mar,5411,0
1521,27.54,2018-02-11 23:00:26,Knoxville,5814,0
1522,36.66,2018-02-14 01:27:00,Knoxville,3504,0
1523,27.78,2018-02-14 13:24:32,Knoxville,5942,0
1524,46.33,2018-02-14 16:10:12,Knoxville,3007,0
1525,23.43,2018-02-17 02:15:00,Knoxville,5712,0
1526,12.09,2018-02-17 03:32:08,Knoxville,3001,0
1527,28.47,2018-02-17 08:52:44,Knoxville,4411,0
1528,72.89,2018-02-18 03:54:17,ONLINE,5947,0
1529,24.26,2018-02-19 20:54:06,Knoxville,5655,0
1530,24.0,2018-02-20 10:35:33,Knoxville,5311,0
1531,34.32,2018-02-20 22:06:15,Knoxville,3174,0
1532,100.12,2018-02-21 14:22:50,Knoxville,5912,0
1533,59.36,2018-02-21 18:17:06,Denton,4214,0
1534,42.6,2018-02-22 09:26:54,Knoxville,7349,0
1535,32.47,2018-02-22 16:07:43,Knoxville,4784,0
1536,39.56,2018-02-22 23:43:00,East Hampton,3007,0
1537,33.68,2018-02-23 09:35:03,Knoxville,5932,0
1538,105.42,2018-02-24 02:31:27,Knoxville,8931,0
1539,38.34,2018-02-24 18:43:24,Knoxville,3387,0
1540,32.38,2018-02-25 09:14:30,Knoxville,5533,0
1541,79.3,2018-02-25 16:48:54,Knoxville,4111,0
1542,32.52,2018-02-25 19:50:41,Knoxville,7995,0
1543,69.53,2018-02-26 03:12:19,Knoxville,3509,0
