account_id,transaction_id,date,hour_of_day,minute_of_hour,day_of_week,is_weekend,is_holiday,days_since_last_holiday,amount,amount_to_avg_ratio,amount_percentile,transaction_type,transaction_duration,is_recurring,new_payee_flag,avg_unique_merchants_7d,rolling_mean_3mo_amount,rolling_std_3mo_amount,time_since_last_tx_secs,tx_count_last_1h,tx_count_last_7d,tx_sum_last_24h,location,is_new_device,device_age_days,login_attempt_count,age,account_balance,channel,customer_occupation,ip_address,is_anomaly,anomaly_confidence
AC00063,TX000467,2023-11-20 16:27:31,16,27,0,False,False,10,445.41,1.0,0.6,Debit,235,False,True,0.1428571428571428,0.0,0.0,1460573,0,0,0.0,Fresno,True,307,3,35,12154.66,ATM,Doctor,185.23.87.107,False,0.38255881306873324
AC00064,TX002165,2023-03-22 16:59:56,16,59,2,False,False,30,182.42,1.0,0.5,Debit,137,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Kansas City,True,14,1,51,3051.29,Branch,Retired,3.77.114.6,False,0.17931563304741607
AC00064,TX002338,2023-06-22 17:05:42,17,5,3,False,False,3,606.27,1.0,1.0,Debit,42,False,True,0.1428571428571428,0.0,0.0,7949146,0,0,0.0,Louisville,True,171,1,29,9668.78,Branch,Doctor,12.71.148.184,False,0.28998821154009535
AC00064,TX002135,2023-07-10 16:06:28,16,6,0,False,False,6,50.43,1.0,0.25,Debit,51,False,True,0.1428571428571428,0.0,0.0,1551646,0,0,0.0,San Jose,True,90,1,32,9794.26,Branch,Doctor,161.195.172.148,False,0.187843502399517
AC00064,TX001937,2023-09-20 17:44:37,17,44,2,False,False,16,571.93,1.0,0.75,Debit,119,False,True,0.1428571428571428,0.0,0.0,6226689,0,0,0.0,Washington,True,0,1,52,4026.03,Online,Retired,113.137.153.101,False,0.12111329221149945
AC00065,TX002011,2023-04-24 17:46:41,17,46,0,False,False,63,198.01,1.0,0.6,Credit,40,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Austin,True,0,1,26,250.93,Branch,Student,83.80.89.29,False,0.22018876812618787
AC00065,TX001924,2023-07-24 16:15:58,16,15,0,False,False,20,122.98,1.0,0.2,Debit,228,False,True,0.1428571428571428,0.0,0.0,7856957,0,0,0.0,Jacksonville,True,83,1,79,5055.99,Online,Retired,113.134.242.82,False,0.23553515753678078
AC00065,TX001070,2023-10-09 16:52:40,16,52,0,False,True,35,390.09,1.0,1.0,Debit,49,False,True,0.1428571428571428,0.0,0.0,6655002,0,0,0.0,El Paso,True,244,1,26,2617.23,Online,Engineer,48.89.167.189,False,0.420176622070246
AC00065,TX000841,2023-10-25 16:03:16,16,3,2,False,False,16,186.6,1.0,0.4,Debit,139,False,True,0.1428571428571428,0.0,0.0,1379436,0,0,0.0,Tucson,True,124,1,18,9716.68,Branch,Student,184.185.209.72,False,0.14527866587371788
AC00065,TX002153,2023-12-28 16:30:32,16,30,3,False,False,3,202.49,1.0,0.8,Credit,69,False,True,0.1428571428571428,0.0,0.0,5531236,0,0,0.0,Virginia Beach,True,198,1,48,7447.1,ATM,Engineer,93.52.44.101,False,0.19632080461801288
AC00066,TX002006,2023-01-30 18:49:52,18,49,0,False,False,14,347.25,1.0,1.0,Debit,250,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Indianapolis,True,0,1,69,7273.55,ATM,Doctor,33.28.138.82,False,0.26733988485436255
AC00066,TX002107,2023-02-20 16:40:25,16,40,0,False,True,35,126.83,1.0,0.5,Debit,39,False,True,0.1428571428571428,0.0,0.0,1806633,0,0,0.0,Austin,True,0,1,57,6100.98,Branch,Retired,21.122.39.207,False,0.33801859936019074
AC00066,TX000124,2023-08-25 17:26:07,17,26,4,False,False,52,331.65,1.0,0.75,Debit,61,False,True,0.1428571428571428,0.0,0.0,16073142,0,0,0.0,Portland,True,175,1,41,4172.57,Online,Engineer,26.240.219.199,False,0.22368952410963516
AC00066,TX002312,2023-10-23 16:03:49,16,3,0,False,False,14,57.34,1.0,0.25,Debit,81,False,True,0.1428571428571428,0.0,0.0,5092662,0,0,0.0,Atlanta,True,0,1,27,1100.64,Online,Student,18.92.67.57,False,0.18737457889218415
AC00067,TX000519,2023-01-18 17:53:37,17,53,2,False,False,2,167.2,1.0,0.2857142857142857,Debit,84,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,San Antonio,True,0,1,30,11320.83,Branch,Doctor,56.67.227.142,False,0.21556154394426275
AC00067,TX000726,2023-03-06 16:33:43,16,33,0,False,False,14,1309.79,1.0,1.0,Debit,139,False,True,0.1428571428571428,0.0,0.0,4056006,0,0,0.0,San Francisco,True,0,1,23,1258.93,ATM,Student,3.200.166.167,False,0.28489447187392986
AC00067,TX002419,2023-03-17 17:03:03,17,3,4,False,False,25,456.05,1.0,0.7142857142857143,Debit,20,False,True,0.1428571428571428,0.0,0.0,952160,0,0,0.0,Detroit,True,0,1,68,11729.51,Branch,Doctor,90.111.245.138,False,0.24138952018404217
AC00067,TX001037,2023-06-13 16:24:43,16,24,1,False,False,15,888.57,1.0,0.8571428571428571,Debit,102,False,True,0.1428571428571428,0.0,0.0,7600900,0,0,0.0,San Antonio,True,0,1,62,7896.14,Online,Retired,193.217.248.188,False,0.21336545538743767
AC00067,TX000309,2023-07-19 17:42:38,17,42,2,False,False,15,20.28,1.0,0.1428571428571428,Debit,213,False,True,0.1428571428571428,0.0,0.0,3115075,0,0,0.0,Oklahoma City,True,0,1,36,2047.83,Online,Engineer,150.83.4.238,False,0.19620366509072446
AC00067,TX001428,2023-09-07 17:19:21,17,19,3,False,False,3,209.99,1.0,0.5714285714285714,Debit,40,False,True,0.1428571428571428,0.0,0.0,4318603,0,0,0.0,Denver,True,199,1,19,1938.01,ATM,Student,125.89.163.224,False,0.08497012921946272
AC00067,TX001698,2023-11-14 16:23:09,16,23,1,False,False,4,172.5,1.0,0.4285714285714285,Debit,31,False,True,0.1428571428571428,0.0,0.0,5871828,0,0,0.0,Columbus,True,146,1,68,6851.16,Online,Doctor,203.99.96.114,False,0.2167755720159262
AC00068,TX000853,2023-06-22 16:08:43,16,8,3,False,False,3,259.9,1.0,0.25,Debit,100,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Oklahoma City,True,13,1,26,914.28,Online,Student,14.200.197.126,False,0.20481930442624577
AC00068,TX001147,2023-07-04 16:30:15,16,30,1,False,True,15,958.9,1.0,0.75,Debit,135,False,True,0.1428571428571428,0.0,0.0,1038092,0,0,0.0,Memphis,True,126,1,31,9977.49,Branch,Engineer,160.212.125.105,False,0.37968791235987764
AC00068,TX001461,2023-11-17 16:50:08,16,50,4,False,False,7,377.97,1.0,0.5,Debit,160,False,True,0.1428571428571428,0.0,0.0,11751593,0,0,0.0,Miami,True,205,1,72,2457.1,Online,Retired,138.87.180.254,False,0.28524696838714814
AC00068,TX000111,2023-11-22 16:13:39,16,13,2,False,False,12,1045.22,1.0,1.0,Debit,73,False,True,0.2857142857142857,0.0,0.0,429811,0,0,0.0,Columbus,True,210,1,53,1829.9,ATM,Retired,77.7.223.184,False,0.34172009322638897
AC00069,TX002503,2023-04-21 16:22:38,16,22,4,False,False,60,603.54,1.0,1.0,Debit,26,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Albuquerque,True,86,1,44,10517.47,Online,Doctor,112.86.148.212,False,0.24585402239306797
AC00069,TX000008,2023-05-08 17:47:59,17,47,0,False,False,77,171.42,1.0,0.5714285714285714,Credit,291,False,True,0.1428571428571428,0.0,0.0,1473921,0,0,0.0,Indianapolis,True,0,1,67,2796.24,Branch,Retired,92.214.76.157,False,0.3385218637440033
AC00069,TX002027,2023-05-22 16:57:30,16,57,0,False,False,91,8.81,1.0,0.1428571428571428,Debit,165,False,True,0.1428571428571428,0.0,0.0,1206571,0,0,0.0,Dallas,True,0,1,57,13523.65,Online,Doctor,35.67.21.23,False,0.3724391464946375
AC00069,TX001404,2023-06-22 17:28:02,17,28,3,False,False,3,279.3,1.0,0.7142857142857143,Debit,48,False,True,0.1428571428571428,0.0,0.0,2680232,0,0,0.0,Oklahoma City,True,59,1,19,1193.61,ATM,Student,77.21.150.75,False,0.13530932694209113
AC00069,TX000373,2023-11-15 16:54:44,16,54,2,False,False,5,157.37,1.0,0.4285714285714285,Credit,289,False,True,0.1428571428571428,0.0,0.0,12612402,0,0,0.0,Dallas,True,293,1,42,13964.31,Branch,Doctor,66.23.166.248,False,0.4207910337898075
AC00069,TX002417,2023-12-05 16:04:34,16,4,1,False,False,12,315.13,1.0,0.8571428571428571,Debit,143,False,True,0.1428571428571428,0.0,0.0,1724990,0,0,0.0,Omaha,True,175,1,30,6570.94,Branch,Engineer,107.248.120.12,False,0.1052999042456179
AC00069,TX002120,2023-12-25 17:27:57,17,27,0,False,True,32,82.01,1.0,0.2857142857142857,Credit,156,False,True,0.1428571428571428,0.0,0.0,1733003,0,0,0.0,Sacramento,True,321,1,23,287.46,Branch,Student,210.98.198.143,False,0.431286784934429
AC00070,TX002481,2023-03-30 16:52:05,16,52,3,False,False,38,99.98,1.0,0.375,Credit,152,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Washington,True,84,1,73,3037.97,Online,Retired,22.196.202.183,False,0.2654150971304665
AC00070,TX001297,2023-04-07 17:11:35,17,11,4,False,False,46,93.22,1.0,0.25,Debit,52,False,True,0.1428571428571428,0.0,0.0,692370,0,0,0.0,Charlotte,True,66,1,52,1014.63,Online,Retired,70.130.169.235,False,0.20618278810934426
AC00070,TX001932,2023-04-25 16:23:59,16,23,1,False,False,64,31.19,1.0,0.125,Debit,74,False,True,0.1428571428571428,0.0,0.0,1552344,0,0,0.0,Charlotte,True,101,1,52,5545.96,ATM,Engineer,93.160.83.196,False,0.16524679686511534
AC00070,TX000004,2023-05-05 16:32:11,16,32,4,False,False,74,184.5,1.0,0.75,Debit,25,False,True,0.1428571428571428,0.0,0.0,864492,0,0,0.0,Raleigh,True,43,1,26,8569.06,Online,Student,200.13.225.150,False,0.26944167831622146
AC00070,TX001255,2023-06-15 18:28:50,18,28,3,False,False,17,142.19,1.0,0.5,Debit,27,False,True,0.1428571428571428,0.0,0.0,3549399,0,0,0.0,Houston,True,133,4,18,524.46,Branch,Student,85.191.79.161,False,0.40685207023578324
AC00070,TX000219,2023-07-07 18:03:43,18,3,4,False,False,3,890.24,1.0,1.0,Credit,161,False,True,0.1428571428571428,0.0,0.0,1899293,0,0,0.0,Las Vegas,True,0,1,33,5140.93,Online,Engineer,28.149.72.129,False,0.4660060942663725
AC00070,TX001004,2023-09-18 16:03:10,16,3,0,False,False,14,156.58,1.0,0.625,Debit,160,False,True,0.1428571428571428,0.0,0.0,6299967,0,0,0.0,Portland,True,221,1,24,8981.61,Branch,Student,48.31.196.24,False,0.10419683303468805
AC00070,TX000443,2023-11-13 17:34:15,17,34,0,False,False,3,293.97,1.0,0.875,Debit,153,False,True,0.1428571428571428,0.0,0.0,4843865,0,0,0.0,Phoenix,True,306,1,68,7371.85,Branch,Retired,56.89.80.133,False,0.219156329115639
AC00071,TX002360,2023-01-02 17:00:33,17,0,0,False,True,7,717.36,1.0,0.875,Credit,138,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,San Diego,True,0,1,22,514.88,Online,Student,51.196.87.214,False,0.44364521557183423
AC00071,TX001865,2023-02-24 18:22:31,18,22,4,False,False,4,156.74,1.0,0.375,Debit,136,False,True,0.1428571428571428,0.0,0.0,4584118,0,0,0.0,Oklahoma City,True,53,1,70,4004.35,ATM,Retired,147.234.20.46,False,0.22670924233464138
AC00071,TX001773,2023-03-01 17:07:06,17,7,2,False,False,9,78.91,1.0,0.125,Debit,157,False,True,0.2857142857142857,0.0,0.0,427475,0,0,0.0,Sacramento,True,0,1,61,1817.43,Online,Doctor,141.241.241.128,False,0.30821715976085545
AC00071,TX000658,2023-04-25 18:58:32,18,58,1,False,False,64,443.68,1.0,0.625,Debit,137,False,True,0.1428571428571428,0.0,0.0,4758686,0,0,0.0,Tucson,True,0,1,18,874.15,ATM,Student,16.94.155.46,False,0.2958889788094657
AC00071,TX002209,2023-07-24 16:01:27,16,1,0,False,False,20,435.08,1.0,0.5,Debit,78,False,True,0.1428571428571428,0.0,0.0,7765375,0,0,0.0,San Francisco,True,89,1,55,2103.41,Online,Engineer,109.211.212.135,False,0.13570405119659398
AC00071,TX000686,2023-08-28 16:08:54,16,8,0,False,False,55,119.3,1.0,0.25,Debit,22,False,True,0.1428571428571428,0.0,0.0,3024447,0,0,0.0,Mesa,True,118,5,34,319.04,Branch,Engineer,90.111.245.138,False,0.4958323038842227
AC00071,TX001885,2023-12-04 16:57:39,16,57,0,False,False,11,451.31,1.0,0.75,Debit,166,False,True,0.1428571428571428,0.0,0.0,8470125,0,0,0.0,Fort Worth,True,146,5,62,2963.29,ATM,Retired,68.254.244.208,False,0.3804425057033902
AC00071,TX001248,2023-12-25 17:41:30,17,41,0,False,True,32,1647.74,1.0,1.0,Debit,52,False,True,0.1428571428571428,0.0,0.0,1817031,0,0,0.0,Louisville,True,308,1,67,1483.84,ATM,Retired,113.137.153.101,True,0.5963687579237088
AC00072,TX000448,2023-03-10 17:33:12,17,33,4,False,False,18,73.28,1.0,0.5,Debit,21,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Boston,True,0,1,21,1329.41,Branch,Student,206.84.69.39,False,0.23235425493282616
AC00072,TX002094,2023-05-22 18:27:37,18,27,0,False,False,91,501.3,1.0,0.75,Credit,146,False,True,0.1428571428571428,0.0,0.0,6310465,0,0,0.0,San Antonio,True,45,1,26,8520.08,Online,Engineer,197.187.216.106,False,0.4462271081195371
AC00072,TX000151,2023-07-24 18:08:43,18,8,0,False,False,20,69.4,1.0,0.25,Debit,113,False,True,0.1428571428571428,0.0,0.0,5442066,0,0,0.0,Virginia Beach,True,84,1,80,6452.77,Online,Retired,216.151.64.40,False,0.22776404090043575
AC00072,TX001444,2023-12-22 17:08:55,17,8,4,False,False,29,645.04,1.0,1.0,Debit,78,False,True,0.1428571428571428,0.0,0.0,13042812,0,0,0.0,Memphis,True,289,1,70,7361.47,Branch,Retired,10.191.172.154,False,0.33502998845346627
AC00073,TX000257,2023-07-04 16:27:23,16,27,1,False,True,15,186.6,1.0,0.4,Debit,13,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Washington,True,126,1,58,1508.72,Online,Doctor,52.1.78.30,False,0.29455978235280894
AC00073,TX001881,2023-07-10 17:00:03,17,0,0,False,False,6,257.18,1.0,0.6,Debit,28,False,True,0.2857142857142857,0.0,0.0,520360,0,0,0.0,Los Angeles,True,123,1,67,13336.15,Online,Doctor,81.67.222.238,False,0.4191116235270533
AC00073,TX002402,2023-10-12 17:39:08,17,39,3,False,False,3,953.17,1.0,1.0,Debit,84,False,True,0.1428571428571428,0.0,0.0,8123945,0,0,0.0,Raleigh,True,261,1,60,3506.11,Online,Retired,115.96.94.156,False,0.326701503861029
AC00073,TX001867,2023-11-20 16:59:13,16,59,0,False,False,10,31.06,1.0,0.2,Debit,61,False,True,0.1428571428571428,0.0,0.0,3367205,0,0,0.0,Kansas City,True,135,1,46,11014.25,ATM,Doctor,41.0.10.107,False,0.21267163113810128
AC00073,TX001249,2023-12-05 16:32:49,16,32,1,False,False,12,406.81,1.0,0.8,Debit,84,False,True,0.1428571428571428,0.0,0.0,1294416,0,0,0.0,New York,True,245,1,66,1968.36,Online,Retired,207.157.126.125,False,0.13968694297893464
AC00074,TX000782,2023-04-25 17:00:15,17,0,1,False,False,64,101.42,1.0,0.6666666666666666,Debit,146,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Atlanta,True,0,1,66,6530.59,Online,Retired,112.56.160.202,False,0.24015807826478106
AC00074,TX001377,2023-05-04 17:49:33,17,49,3,False,False,73,278.23,1.0,1.0,Debit,83,False,True,0.1428571428571428,0.0,0.0,780558,0,0,0.0,Fresno,True,101,1,48,8300.54,Online,Engineer,116.106.207.139,False,0.20362651033708629
AC00074,TX000463,2023-09-13 16:41:19,16,41,2,False,False,9,17.45,1.0,0.3333333333333333,Debit,88,False,True,0.1428571428571428,0.0,0.0,11400706,0,0,0.0,Omaha,True,79,1,18,1959.52,ATM,Student,28.149.72.129,False,0.16411488572204075
AC00075,TX000494,2023-02-08 17:59:42,17,59,2,False,False,23,223.43,1.0,0.8,Debit,178,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Dallas,True,1,1,77,7932.41,Branch,Retired,198.73.211.114,False,0.216759919252935
AC00075,TX001415,2023-06-23 16:41:27,16,41,4,False,False,4,73.23,1.0,0.4,Debit,172,False,True,0.1428571428571428,0.0,0.0,11659305,0,0,0.0,San Francisco,True,134,1,20,1309.85,Branch,Student,66.226.179.193,False,0.19544488675864063
AC00075,TX002386,2023-08-10 17:12:55,17,12,3,False,False,37,64.12,1.0,0.2,Credit,222,False,True,0.1428571428571428,0.0,0.0,4149088,0,0,0.0,Indianapolis,True,5,1,57,1029.09,Branch,Doctor,218.238.171.184,False,0.3199933224138544
AC00075,TX000103,2023-10-16 18:35:11,18,35,0,False,False,7,83.24,1.0,0.6,Credit,164,False,True,0.1428571428571428,0.0,0.0,5793736,0,0,0.0,Fort Worth,True,0,1,55,1181.31,Branch,Doctor,21.28.32.1,False,0.2566222112966241
AC00075,TX001009,2023-12-04 16:31:42,16,31,0,False,False,11,647.85,1.0,1.0,Debit,121,False,True,0.1428571428571428,0.0,0.0,4226191,0,0,0.0,Omaha,True,293,1,36,13779.97,Branch,Doctor,97.106.5.76,False,0.20888563102749896
AC00076,TX000241,2023-01-06 17:16:44,17,16,4,False,False,4,177.08,1.0,0.5714285714285714,Debit,85,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Las Vegas,True,0,1,35,13475.14,Online,Doctor,176.96.83.253,False,0.19273944324036038
AC00076,TX000909,2023-01-30 16:38:59,16,38,0,False,False,14,366.43,1.0,0.8571428571428571,Credit,92,False,True,0.1428571428571428,0.0,0.0,2071335,0,0,0.0,Portland,True,10,1,21,1560.45,Online,Student,40.244.94.218,False,0.09446075538077407
AC00076,TX002351,2023-02-10 16:34:00,16,34,4,False,False,25,61.66,1.0,0.2857142857142857,Debit,86,False,True,0.1428571428571428,0.0,0.0,950101,0,0,0.0,Sacramento,True,0,1,26,5705.4,ATM,Student,112.222.0.29,False,0.11849400067493167
AC00076,TX001770,2023-05-01 18:38:15,18,38,0,False,False,70,168.99,1.0,0.4285714285714285,Debit,203,False,True,0.1428571428571428,0.0,0.0,6919455,0,0,0.0,Baltimore,True,52,1,18,1523.57,ATM,Student,160.74.183.38,False,0.22101112894965597
AC00076,TX002090,2023-07-04 18:55:57,18,55,1,False,True,15,45.9,1.0,0.1428571428571428,Debit,264,False,True,0.1428571428571428,0.0,0.0,5530662,0,0,0.0,Columbus,True,99,1,56,5698.25,Branch,Engineer,221.169.49.152,True,0.5806289926230296
AC00076,TX000831,2023-07-05 16:49:05,16,49,2,False,False,1,324.04,1.0,0.7142857142857143,Debit,30,False,True,0.2857142857142857,0.0,0.0,78788,0,0,0.0,Virginia Beach,True,127,1,54,2248.06,ATM,Retired,101.120.142.50,False,0.2292667977725594
AC00076,TX001913,2023-12-22 16:42:33,16,42,4,False,False,29,515.94,1.0,1.0,Debit,37,False,True,0.1428571428571428,0.0,0.0,14687608,0,0,0.0,San Francisco,True,351,1,29,1389.89,ATM,Engineer,27.215.118.94,False,0.40443181032523745
AC00077,TX002145,2023-04-04 16:11:34,16,11,1,False,False,43,444.52,1.0,0.8333333333333334,Debit,17,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Louisville,True,77,1,27,5424.6,Online,Engineer,214.67.148.245,False,0.1838714688269352
AC00077,TX000184,2023-04-07 16:38:15,16,38,4,False,False,46,110.93,1.0,0.3333333333333333,Credit,201,False,True,0.2857142857142857,0.0,0.0,260801,0,0,0.0,Virginia Beach,True,24,1,19,1952.35,Branch,Student,101.223.82.253,False,0.3123312885118901
AC00077,TX000335,2023-04-14 17:59:43,17,59,4,False,False,53,651.82,1.0,1.0,Debit,166,False,True,0.1428571428571428,0.0,0.0,609688,0,0,0.0,Indianapolis,True,87,1,21,1802.77,ATM,Student,138.181.222.38,False,0.2989537012116066
AC00077,TX001359,2023-06-21 17:10:18,17,10,2,False,False,2,20.62,1.0,0.1666666666666666,Credit,225,False,True,0.1428571428571428,0.0,0.0,5872235,0,0,0.0,Philadelphia,True,163,1,35,12500.8,ATM,Doctor,184.59.28.72,False,0.4038477424466939
AC00077,TX000533,2023-08-28 16:52:22,16,52,0,False,False,55,120.24,1.0,0.5,Debit,131,False,True,0.1428571428571428,0.0,0.0,5874124,0,0,0.0,Milwaukee,True,0,2,18,1943.13,Branch,Student,49.29.37.185,False,0.2751353084515082
AC00077,TX000826,2023-12-15 16:48:08,16,48,4,False,False,22,408.19,1.0,0.6666666666666666,Debit,241,False,True,0.1428571428571428,0.0,0.0,9417346,0,0,0.0,Mesa,True,283,1,26,6847.47,Branch,Engineer,19.20.13.234,False,0.34851036468079066
AC00078,TX000611,2023-01-30 17:37:14,17,37,0,False,False,14,424.7,1.0,0.5,Credit,178,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Miami,True,0,1,56,6239.89,Online,Retired,56.116.189.0,False,0.23821498186490117
AC00078,TX002434,2023-04-11 17:06:47,17,6,1,False,False,50,157.56,1.0,0.3333333333333333,Debit,159,False,True,0.1428571428571428,0.0,0.0,6132573,0,0,0.0,Indianapolis,True,98,1,43,7541.16,Branch,Doctor,63.82.133.139,False,0.15352581017971498
AC00078,TX001331,2023-05-08 16:37:14,16,37,0,False,False,77,614.03,1.0,0.8333333333333334,Debit,51,False,True,0.1428571428571428,0.0,0.0,2331027,0,0,0.0,Dallas,True,0,1,68,2815.86,ATM,Retired,58.190.9.136,False,0.24118649827930225
AC00078,TX000779,2023-06-20 16:27:07,16,27,1,False,False,1,567.92,1.0,0.6666666666666666,Debit,14,False,True,0.1428571428571428,0.0,0.0,3714593,0,0,0.0,Columbus,True,133,1,53,3779.47,Online,Retired,213.207.62.176,False,0.2519745404255959
AC00078,TX001076,2023-09-21 16:11:47,16,11,3,False,False,17,1156.18,1.0,1.0,Credit,40,False,True,0.1428571428571428,0.0,0.0,8034280,0,0,0.0,Phoenix,True,260,1,52,836.69,Online,Doctor,40.45.69.120,False,0.41488485488207155
AC00078,TX000836,2023-11-30 17:48:36,17,48,3,False,False,7,16.73,1.0,0.1666666666666666,Debit,165,False,True,0.1428571428571428,0.0,0.0,6053809,0,0,0.0,Omaha,True,275,1,79,7591.13,Online,Retired,205.45.234.42,False,0.27373508802566804
AC00079,TX001265,2023-01-13 17:19:33,17,19,4,False,False,11,76.39,1.0,0.8,Debit,219,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Denver,True,0,1,18,5976.0,Branch,Student,136.250.159.93,False,0.18946239316706567
AC00079,TX001800,2023-02-13 16:14:00,16,14,0,False,False,28,21.4,1.0,0.2,Credit,129,False,True,0.1428571428571428,0.0,0.0,2674467,0,0,0.0,Kansas City,True,13,1,48,8551.6,Online,Engineer,115.241.186.164,False,0.20237368211636506
AC00079,TX002390,2023-07-04 16:21:12,16,21,1,False,True,15,301.39,1.0,1.0,Credit,104,False,True,0.1428571428571428,0.0,0.0,12182832,0,0,0.0,Denver,True,0,1,47,10548.58,Online,Doctor,82.75.200.117,False,0.4462933947535479
AC00079,TX002443,2023-07-13 16:35:37,16,35,3,False,False,9,58.77,1.0,0.6,Debit,191,False,True,0.1428571428571428,0.0,0.0,778465,0,0,0.0,Memphis,True,188,1,27,7261.7,Online,Engineer,137.135.250.168,False,0.08686851797808523
AC00079,TX001341,2023-08-25 16:30:02,16,30,4,False,False,52,57.07,1.0,0.4,Credit,99,False,True,0.1428571428571428,0.0,0.0,3714865,0,0,0.0,Boston,True,176,1,31,9323.71,Online,Doctor,116.175.11.222,False,0.33471165501221045
AC00080,TX001093,2023-01-16 16:38:57,16,38,0,False,True,14,176.37,1.0,0.6666666666666666,Debit,126,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Boston,True,0,1,55,2420.86,Branch,Retired,129.102.184.189,False,0.23244838272896495
AC00080,TX000504,2023-04-10 16:38:45,16,38,0,False,False,49,149.25,1.0,0.3333333333333333,Debit,142,False,True,0.1428571428571428,0.0,0.0,7257588,0,0,0.0,Omaha,True,70,1,39,5677.52,ATM,Engineer,3.77.114.6,False,0.1531387639795419
AC00080,TX002070,2023-06-27 17:44:24,17,44,1,False,False,8,63.76,1.0,0.1666666666666666,Debit,100,False,True,0.1428571428571428,0.0,0.0,6743139,0,0,0.0,San Antonio,True,155,1,69,4980.26,ATM,Retired,134.222.122.238,False,0.1463152540668187
AC00080,TX002134,2023-07-10 16:37:18,16,37,0,False,False,6,691.92,1.0,0.8333333333333334,Debit,61,False,True,0.1428571428571428,0.0,0.0,1119174,0,0,0.0,Boston,True,109,1,19,1084.65,Online,Student,163.58.140.206,False,0.1541263793425411
AC00080,TX000438,2023-11-24 17:11:27,17,11,4,False,False,1,165.25,1.0,0.5,Debit,106,False,True,0.1428571428571428,0.0,0.0,11838849,0,0,0.0,Sacramento,True,281,1,35,9939.94,Online,Doctor,70.130.169.235,False,0.22122510178796215
AC00080,TX001448,2023-12-04 16:16:19,16,16,0,False,False,11,991.82,1.0,1.0,Debit,300,False,True,0.1428571428571428,0.0,0.0,860692,0,0,0.0,Milwaukee,True,321,1,43,3493.13,Online,Engineer,62.152.134.92,False,0.3696438734892646
AC00081,TX002093,2023-05-22 16:57:31,16,57,0,False,False,91,287.51,1.0,0.6666666666666666,Debit,255,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,El Paso,True,49,1,22,187.65,Online,Student,189.20.224.220,False,0.349266583017584
AC00081,TX001584,2023-05-26 16:52:33,16,52,4,False,False,95,315.39,1.0,1.0,Credit,93,False,True,0.2857142857142857,0.0,0.0,345302,0,0,0.0,New York,True,115,1,23,929.6,Branch,Student,60.89.202.192,False,0.488334753955653
AC00081,TX002339,2023-08-14 16:20:49,16,20,0,False,False,41,4.47,1.0,0.3333333333333333,Debit,132,False,True,0.1428571428571428,0.0,0.0,6910096,0,0,0.0,Baltimore,True,3,1,27,1381.75,Branch,Student,147.234.20.46,False,0.09989140311624851
AC00082,TX002129,2023-02-17 18:46:59,18,46,4,False,False,32,18.14,1.0,0.3333333333333333,Credit,48,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Milwaukee,True,0,1,58,6020.85,ATM,Retired,99.205.173.118,False,0.40346274314916936
AC00082,TX000984,2023-08-24 16:56:36,16,56,3,False,False,51,267.17,1.0,0.6666666666666666,Debit,170,False,True,0.1428571428571428,0.0,0.0,16236577,0,0,0.0,Seattle,True,191,1,26,1382.62,ATM,Student,161.177.41.214,False,0.22662074893609094
AC00082,TX002096,2023-09-28 16:14:49,16,14,3,False,False,24,436.77,1.0,1.0,Debit,176,False,True,0.1428571428571428,0.0,0.0,3021493,0,0,0.0,Jacksonville,True,212,1,20,825.69,ATM,Student,48.31.196.24,False,0.13039344413413517
AC00083,TX001022,2023-02-15 17:33:23,17,33,2,False,False,30,377.08,1.0,0.6666666666666666,Credit,71,False,True,0.1428571428571428,0.0,0.0,0,0,0,0.0,Mesa,True,0,1,26,6430.86,Branch,Student,136.162.111.135,False,0.153863529412633
AC00083,TX001305,2023-07-28 16:03:27,16,3,4,False,False,24,609.52,1.0,0.8333333333333334,Debit,169,False,True,0.1428571428571428,0.0,0.0,14077804,0,0,0.0,Washington,True,84,1,78,3485.03,ATM,Retired,125.225.212.244,False,0.29656863454619486
