account_id,transaction_id,date,amount,merchant_name,transaction_type,location,login_attempts,transaction_duration,is_holiday,amount_percentile,is_anomaly,anomaly_confidence
AC00413,TX000609,2023-09-08 18:24:14,121.82,M032,Debit,Dallas,1,119,False,0.5,False,0.12164748991671458
AC00479,TX000610,2023-09-13 18:49:55,56.12,M049,Debit,El Paso,1,102,False,0.5,False,0.23439968697351957
AC00078,TX000611,2023-01-30 17:37:14,424.7,M032,Credit,Miami,1,178,False,0.5,False,0.3125863620617814
AC00242,TX000612,2023-10-25 17:50:23,35.16,M029,Debit,Chicago,1,130,False,0.2222222222222222,False,0.2398264857907681
AC00149,TX000613,2023-06-12 16:48:03,35.73,M028,Debit,Miami,1,87,False,0.1666666666666666,False,0.3193492183717879
AC00084,TX000614,2023-01-19 17:24:30,3.44,M004,Debit,Fort Worth,1,108,False,0.5,False,0.19860930843918817
AC00466,TX000615,2023-04-28 18:11:55,1342.25,M032,Credit,Fort Worth,1,235,False,1.0,False,0.5504712693603032
AC00359,TX000616,2023-08-30 18:00:09,139.03,M076,Credit,Los Angeles,1,81,False,0.3333333333333333,False,0.48259533784917885
AC00023,TX000617,2023-09-18 16:04:06,254.92,M064,Credit,San Antonio,1,169,False,0.8333333333333334,False,0.3742459265326153
AC00366,TX000618,2023-05-05 17:34:22,115.11,M011,Debit,Albuquerque,1,139,False,0.375,False,0.25521245693023314
AC00170,TX000619,2023-05-15 16:52:24,171.11,M084,Debit,San Francisco,1,171,False,0.8571428571428571,False,0.2215715170825098
AC00130,TX000620,2023-02-02 16:13:13,168.54,M064,Debit,Oklahoma City,2,142,False,0.2222222222222222,False,0.35775732394127924
AC00183,TX000621,2023-02-23 16:04:35,420.76,M054,Debit,Miami,1,76,False,0.8333333333333334,False,0.3259783206852955
AC00219,TX000622,2023-03-01 16:17:46,408.46,M058,Debit,Raleigh,1,28,False,1.0,False,0.46580584977051853
AC00354,TX000623,2023-08-23 16:35:42,1162.42,M009,Credit,Detroit,1,45,False,1.0,True,0.6636677807455553
AC00290,TX000624,2023-12-14 16:09:42,342.17,M033,Credit,New York,1,247,False,0.75,False,0.46016367195233165
AC00425,TX000625,2023-09-20 16:37:48,580.71,M046,Debit,Philadelphia,1,95,False,0.8571428571428571,False,0.2109589571314153
AC00370,TX000626,2023-08-22 18:11:16,821.54,M044,Credit,Atlanta,1,36,False,1.0,False,0.4594108997179831
AC00454,TX000627,2023-06-14 17:07:08,253.47,M077,Debit,Atlanta,1,238,False,0.5,False,0.39097949707368607
AC00403,TX000628,2023-05-29 17:53:03,22.81,M083,Debit,New York,1,75,True,0.25,False,0.4596583995551452
AC00358,TX000629,2023-07-03 17:56:59,266.57,M026,Credit,Boston,1,96,False,0.5,False,0.3192181194574093
AC00296,TX000630,2023-08-29 18:30:36,374.61,M079,Credit,Mesa,1,37,False,0.5,False,0.402914712697934
AC00393,TX000631,2023-02-03 16:08:47,339.35,M084,Credit,Boston,1,70,False,0.75,False,0.35149636566989595
AC00223,TX000632,2023-01-17 16:59:03,810.36,M081,Debit,Columbus,1,67,False,1.0,False,0.4302998447642643
AC00487,TX000633,2023-07-24 17:04:17,9.83,M004,Debit,Memphis,1,86,False,0.25,False,0.2747225045582729
AC00215,TX000634,2023-06-14 17:17:34,135.57,M073,Credit,Boston,1,116,False,0.6,False,0.37774652351840826
AC00275,TX000635,2023-10-27 17:26:53,340.05,M038,Debit,Detroit,1,37,False,0.8888888888888888,False,0.18451373160402973
AC00482,TX000636,2023-10-17 17:24:47,283.45,M039,Debit,Colorado Springs,1,127,False,0.6666666666666666,False,0.24228120231199896
AC00357,TX000637,2023-05-29 16:20:29,100.99,M078,Debit,New York,1,114,True,0.3333333333333333,False,0.38676506989571524
AC00026,TX000638,2023-02-20 16:48:49,90.88,M071,Debit,Albuquerque,1,176,True,0.5,False,0.5387537497615831
AC00416,TX000639,2023-01-02 16:22:54,655.15,M083,Debit,Seattle,1,264,True,0.8,False,0.4111838871897649
AC00058,TX000640,2023-05-01 17:11:47,320.55,M041,Debit,Milwaukee,1,118,False,0.8571428571428571,False,0.22218124404359765
AC00170,TX000641,2023-10-04 16:47:33,41.51,M084,Debit,Phoenix,1,48,False,0.2857142857142857,False,0.293438028707327
AC00262,TX000642,2023-10-30 16:49:25,71.53,M030,Credit,Jacksonville,1,39,False,0.2,False,0.41601370902338974
AC00032,TX000643,2023-09-28 17:18:26,467.13,M096,Credit,Kansas City,1,45,False,0.7777777777777778,False,0.4440400481879989
AC00131,TX000644,2023-09-26 17:02:25,235.4,M038,Debit,Detroit,1,70,False,0.5555555555555556,False,0.1400096451448391
AC00176,TX000645,2023-01-16 18:57:13,159.32,M033,Debit,Seattle,1,100,True,0.5,False,0.39269255549743276
AC00139,TX000646,2023-12-18 16:06:14,50.83,M076,Credit,Philadelphia,1,48,False,0.375,False,0.44582769381152576
AC00056,TX000647,2023-02-03 18:03:56,56.89,M062,Credit,Houston,1,56,False,0.5,False,0.2360919351819913
AC00276,TX000648,2023-03-10 18:26:19,20.22,M003,Debit,Jacksonville,1,138,False,0.2,False,0.1739344802147696
AC00447,TX000649,2023-03-27 17:02:44,50.4,M079,Debit,San Antonio,1,84,False,0.25,False,0.3110437939801841
AC00143,TX000650,2023-05-08 17:42:36,73.88,M009,Debit,Los Angeles,1,131,False,0.2,False,0.41537140725285304
AC00139,TX000651,2023-03-14 16:21:01,119.61,M017,Debit,San Diego,1,53,False,0.625,False,0.3030174365050798
AC00208,TX000652,2023-11-21 16:26:41,1241.05,M089,Debit,Miami,1,129,False,1.0,False,0.30599353587715183
AC00426,TX000653,2023-08-31 16:38:18,116.58,M038,Debit,Raleigh,1,247,False,0.5,False,0.35568852656391753
AC00423,TX000654,2023-06-27 17:48:25,1919.11,M033,Debit,Portland,1,161,False,1.0,False,0.5401812380998071
AC00381,TX000655,2023-06-19 16:21:58,391.96,M032,Debit,Nashville,1,79,True,0.6666666666666666,False,0.4234317953218651
AC00458,TX000656,2023-01-02 17:49:44,156.26,M059,Credit,Virginia Beach,1,160,True,0.5714285714285714,True,0.6386935599085362
AC00014,TX000657,2023-07-31 17:04:29,427.0,M065,Credit,Oklahoma City,1,163,False,0.6666666666666666,False,0.36100220819786233
AC00071,TX000658,2023-04-25 18:58:32,443.68,M012,Debit,Tucson,1,137,False,0.625,False,0.19923171023882538
AC00054,TX000659,2023-02-20 17:27:24,101.76,M071,Debit,Philadelphia,1,26,True,0.4444444444444444,False,0.5365811824927338
AC00182,TX000660,2023-08-17 16:44:38,67.57,M093,Debit,Charlotte,1,107,False,0.125,False,0.13957224596385254
AC00257,TX000661,2023-12-06 17:10:35,326.29,M025,Debit,Denver,1,179,False,0.6363636363636364,False,0.18761426449683158
AC00006,TX000662,2023-02-28 17:28:13,158.56,M087,Debit,Sacramento,1,100,False,0.5,False,0.25247839180421316
AC00424,TX000663,2023-06-19 17:50:29,56.02,M003,Debit,Memphis,1,142,True,0.2,False,0.4364888501509931
AC00131,TX000664,2023-01-17 17:11:24,288.28,M087,Debit,Portland,1,36,False,0.6666666666666666,False,0.2182228974238615
AC00133,TX000665,2023-01-02 18:35:07,245.67,M088,Credit,Portland,1,107,True,0.7142857142857143,True,0.6375947131437647
AC00393,TX000666,2023-08-07 16:57:22,152.18,M093,Credit,Los Angeles,4,176,False,0.5,True,0.6581658460304456
AC00361,TX000667,2023-11-27 16:16:19,114.35,M025,Credit,El Paso,1,21,False,0.5,False,0.3818524276481444
AC00092,TX000668,2023-07-18 18:03:03,373.27,M053,Credit,Miami,1,79,False,0.75,False,0.21876241523578666
AC00049,TX000669,2023-11-13 17:07:10,504.63,M068,Debit,Portland,1,168,False,0.5,False,0.23819318978506623
AC00023,TX000670,2023-05-04 16:25:15,126.22,M081,Debit,Atlanta,4,77,False,0.3333333333333333,False,0.566974201655124
AC00323,TX000671,2023-12-18 16:33:01,820.15,M093,Debit,Kansas City,1,181,False,1.0,False,0.28782394292753244
AC00372,TX000672,2023-03-31 16:52:35,986.81,M039,Credit,Houston,1,127,False,1.0,False,0.5938088507229301
AC00497,TX000673,2023-01-12 16:21:27,8.37,M011,Debit,Colorado Springs,1,135,False,0.1666666666666666,False,0.2858169674237619
AC00130,TX000674,2023-07-03 16:36:45,197.49,M007,Credit,Fresno,1,30,False,0.3333333333333333,False,0.41693348745617137
AC00034,TX000675,2023-10-23 17:17:18,637.97,M066,Debit,New York,1,90,False,1.0,False,0.2633535123037308
AC00286,TX000676,2023-05-15 16:51:28,13.52,M001,Debit,Seattle,1,65,False,0.3333333333333333,False,0.162725206962946
AC00232,TX000677,2023-03-20 16:28:17,432.1,M048,Debit,San Francisco,1,240,False,0.8,False,0.5475509346040095
AC00182,TX000678,2023-06-08 17:20:53,375.17,M053,Debit,Fort Worth,2,66,False,0.5,False,0.2293550328291272
AC00136,TX000679,2023-02-17 16:57:11,642.68,M034,Debit,Fresno,1,94,False,0.5,False,0.20866806726739096
AC00101,TX000680,2023-11-21 17:25:30,78.44,M033,Credit,San Jose,1,292,False,0.6666666666666666,False,0.6014506183927008
AC00328,TX000681,2023-01-16 17:53:00,139.72,M033,Debit,Memphis,1,201,True,0.6,False,0.5035041484567957
AC00356,TX000682,2023-08-02 16:01:17,499.99,M046,Debit,San Jose,1,296,False,0.75,False,0.3127374255489213
AC00312,TX000683,2023-01-17 16:47:41,10.07,M029,Debit,Albuquerque,1,49,False,0.5,False,0.24609984719325997
AC00242,TX000684,2023-02-27 16:37:11,120.62,M087,Debit,Raleigh,1,85,False,0.6666666666666666,False,0.3640469258030531
AC00123,TX000685,2023-10-16 17:46:51,578.49,M032,Debit,Nashville,1,180,False,1.0,False,0.24914532737922077
AC00071,TX000686,2023-08-28 16:08:54,119.3,M058,Debit,Mesa,5,22,False,0.25,True,0.9022191746482968
AC00370,TX000687,2024-01-01 18:21:50,280.92,M048,Debit,Phoenix,1,168,True,0.5714285714285714,True,0.6488047324331019
AC00330,TX000688,2023-06-01 17:19:57,42.42,M042,Debit,Sacramento,1,102,False,0.25,False,0.30725418711282326
AC00218,TX000689,2023-06-19 16:57:53,77.03,M030,Debit,Fresno,1,259,True,0.1428571428571428,False,0.5979492961072841
AC00437,TX000690,2023-03-27 16:12:36,22.59,M060,Debit,Seattle,1,45,False,0.5,False,0.17647895661520172
AC00287,TX000691,2023-10-09 16:48:50,568.76,M097,Debit,Baltimore,1,155,True,1.0,False,0.3483824516882586
AC00418,TX000692,2023-10-16 18:53:31,25.94,M003,Credit,San Jose,5,211,False,0.1666666666666666,True,0.8155881041480029
AC00465,TX000693,2023-08-07 16:02:55,105.94,M074,Debit,Oklahoma City,1,207,False,0.5,False,0.26814280228389825
AC00011,TX000694,2023-03-15 18:42:16,733.29,M032,Debit,Virginia Beach,5,94,False,1.0,True,0.7014390708100621
AC00432,TX000695,2023-11-27 16:18:25,350.15,M052,Credit,Fresno,1,195,False,0.8571428571428571,False,0.4210799967649706
AC00240,TX000696,2023-08-25 17:26:27,1151.18,M055,Debit,Kansas City,1,105,False,1.0,False,0.3310930405124463
AC00497,TX000697,2023-06-26 16:11:29,183.67,M085,Debit,San Diego,1,238,False,0.3333333333333333,False,0.265465484629443
AC00026,TX000698,2023-04-10 16:47:55,278.27,M027,Debit,Tucson,1,123,False,0.8333333333333334,False,0.343314845682944
AC00277,TX000699,2023-09-12 18:46:45,470.3,M091,Debit,Austin,1,88,False,0.6666666666666666,False,0.18589957604845142
AC00116,TX000700,2023-11-27 17:29:25,261.69,M042,Debit,Philadelphia,1,84,False,0.6666666666666666,False,0.2632001445422722
AC00367,TX000701,2023-03-06 16:29:57,365.04,M003,Debit,Virginia Beach,1,94,False,0.7142857142857143,False,0.1487132856884328
AC00030,TX000702,2023-09-14 16:58:48,211.1,M070,Debit,Miami,1,136,False,0.2222222222222222,False,0.1896779112493156
AC00111,TX000703,2023-05-04 16:51:17,21.49,M050,Debit,Denver,1,240,False,0.1428571428571428,False,0.3906898242992937
AC00220,TX000704,2023-09-11 17:43:14,63.58,M093,Debit,Columbus,1,199,False,0.3333333333333333,False,0.26889393704794046
AC00295,TX000705,2023-07-24 16:25:51,321.86,M005,Debit,San Antonio,1,167,False,0.8333333333333334,False,0.2571642723328966
AC00137,TX000706,2023-12-12 16:17:27,12.11,M038,Debit,Jacksonville,1,127,False,0.3333333333333333,False,0.2035665657301999
AC00004,TX000707,2023-05-10 18:49:20,642.54,M025,Debit,Milwaukee,1,28,False,1.0,False,0.26069833621068306
AC00442,TX000708,2023-12-11 16:47:05,210.45,M011,Debit,Las Vegas,1,146,False,0.5555555555555556,False,0.1974915986268857
AC00201,TX000709,2023-01-30 16:08:07,313.65,M017,Credit,Chicago,1,173,False,0.8,False,0.41105139704571686
AC00462,TX000710,2023-08-07 16:21:37,99.76,M039,Debit,Sacramento,1,131,False,0.6666666666666666,False,0.30566220943253164
AC00390,TX000711,2023-07-25 17:24:07,115.32,M075,Debit,Denver,1,113,False,0.5714285714285714,False,0.2858098034505987
AC00297,TX000712,2023-08-21 17:25:00,33.61,M014,Debit,Milwaukee,1,72,False,0.1,False,0.4971578734527911
AC00173,TX000713,2023-01-30 16:20:26,498.59,M032,Credit,Oklahoma City,1,32,False,0.75,False,0.4051763418506715
AC00382,TX000714,2023-09-04 16:48:13,98.81,M047,Debit,San Francisco,1,91,True,0.1666666666666666,False,0.612340974371388
AC00175,TX000715,2023-10-20 18:34:41,1.87,M014,Debit,Washington,1,147,False,0.1428571428571428,False,0.4448994772133583
AC00035,TX000716,2023-06-15 18:57:42,78.92,M075,Credit,Jacksonville,1,95,False,0.4444444444444444,False,0.4843084414772775
AC00219,TX000717,2023-01-23 16:05:42,194.29,M059,Credit,Seattle,1,10,False,0.8,False,0.34447026298757527
AC00416,TX000718,2023-10-31 16:11:57,28.73,M016,Debit,Kansas City,1,185,False,0.2,False,0.3171264629871353
AC00467,TX000719,2023-06-16 16:36:20,105.53,M026,Debit,Colorado Springs,1,88,False,0.3333333333333333,False,0.16488395720208593
AC00465,TX000720,2023-03-20 17:45:22,737.34,M006,Debit,Miami,1,34,False,1.0,False,0.42176760440864075
AC00102,TX000721,2023-02-06 17:48:39,237.86,M044,Debit,Philadelphia,1,210,False,0.8,False,0.20582266931830565
AC00119,TX000722,2023-07-26 16:05:48,409.61,M024,Debit,Kansas City,1,89,False,0.8333333333333334,False,0.3948907972926533
AC00418,TX000723,2023-08-21 17:36:05,75.53,M009,Credit,Fresno,1,157,False,0.3333333333333333,False,0.5094290643713817
AC00237,TX000724,2023-05-01 16:30:03,72.75,M067,Debit,Phoenix,1,15,False,0.2,False,0.3541114555157484
AC00279,TX000725,2023-09-01 18:05:37,39.11,M052,Debit,Columbus,1,143,False,0.3333333333333333,False,0.3681864989904631
AC00067,TX000726,2023-03-06 16:33:43,1309.79,M004,Debit,San Francisco,1,139,False,1.0,False,0.4803181834524892
AC00043,TX000727,2023-11-14 17:23:43,729.38,M093,Debit,Los Angeles,1,90,False,1.0,False,0.3051494952556313
AC00012,TX000728,2023-07-26 16:54:08,137.49,M040,Debit,Fort Worth,1,50,False,0.5,False,0.38583847070807203
AC00244,TX000729,2023-04-10 18:27:51,504.71,M060,Debit,Detroit,1,61,False,0.8,False,0.23785429151816642
AC00395,TX000730,2023-05-30 16:15:10,371.47,M097,Credit,Milwaukee,1,58,False,0.6666666666666666,False,0.36427496912136076
AC00253,TX000731,2023-02-20 17:23:03,430.35,M007,Debit,Charlotte,1,205,True,0.5,False,0.42068899622197536
AC00394,TX000732,2023-05-15 18:15:33,230.32,M015,Debit,Las Vegas,1,56,False,0.5714285714285714,False,0.22290677321011773
AC00457,TX000733,2023-09-05 17:02:23,121.71,M015,Debit,Chicago,1,140,False,0.3333333333333333,False,0.23147664311695149
AC00046,TX000734,2023-01-03 17:51:07,98.87,M060,Debit,Detroit,1,179,False,0.6666666666666666,False,0.2543819211888355
AC00011,TX000735,2023-05-19 16:35:07,117.55,M046,Debit,Fresno,1,35,False,0.4285714285714285,False,0.2182621540427574
AC00045,TX000736,2023-02-21 18:41:39,244.64,M072,Debit,Tucson,1,103,False,0.6,False,0.19679101653881625
AC00181,TX000737,2023-12-04 18:27:11,321.93,M092,Debit,Nashville,1,12,False,0.8,False,0.36823131651353114
AC00149,TX000738,2023-01-23 17:24:29,1092.73,M064,Debit,Columbus,1,11,False,1.0,False,0.4583084090896342
AC00288,TX000739,2023-02-06 16:48:45,283.23,M061,Debit,El Paso,1,98,False,0.6666666666666666,False,0.3260668321528289
AC00014,TX000740,2024-01-01 16:17:13,346.65,M062,Debit,Washington,1,60,True,0.5555555555555556,False,0.3438819071674439
AC00153,TX000741,2023-01-27 16:40:28,381.62,M097,Debit,Las Vegas,1,164,False,0.7142857142857143,False,0.16630114160317774
AC00164,TX000742,2023-02-21 16:02:33,388.65,M065,Debit,Oklahoma City,1,43,False,0.3333333333333333,False,0.2557959240626734
AC00159,TX000743,2023-07-06 18:16:05,29.22,M068,Debit,San Antonio,1,151,False,0.2,False,0.34839558389687536
AC00360,TX000744,2023-07-31 17:37:31,46.75,M078,Debit,Colorado Springs,1,150,False,0.1666666666666666,False,0.17520167929334968
AC00326,TX000745,2023-06-09 17:12:09,348.64,M098,Debit,San Jose,1,128,False,0.8,False,0.1974175402171616
AC00110,TX000746,2023-01-11 16:58:02,319.17,M088,Debit,Tucson,1,81,False,0.75,False,0.25634201235744625
AC00110,TX000747,2023-11-03 16:39:45,73.95,M012,Debit,Kansas City,1,76,False,0.375,False,0.2504420206346885
AC00257,TX000748,2023-02-16 16:20:06,389.63,M100,Debit,Mesa,1,99,False,0.7272727272727273,False,0.13553869254274098
AC00145,TX000749,2023-03-16 17:36:31,217.61,M025,Debit,Chicago,1,45,False,0.6,False,0.1316211738774882
AC00455,TX000750,2023-01-16 16:01:34,199.84,M082,Debit,Dallas,1,150,True,0.5714285714285714,False,0.5381826520107679
AC00282,TX000751,2023-02-09 16:09:00,56.35,M033,Debit,Charlotte,1,75,False,0.3333333333333333,False,0.13642257211281034
AC00045,TX000752,2023-06-16 16:19:35,248.95,M068,Credit,San Francisco,1,29,False,0.8,False,0.5444123288320485
AC00390,TX000753,2023-06-19 16:20:51,142.58,M048,Debit,San Antonio,1,145,True,0.8571428571428571,True,0.6856554184654345
AC00032,TX000754,2023-07-24 16:42:06,1020.73,M087,Debit,Fort Worth,1,87,False,1.0,False,0.3303950297057626
AC00153,TX000755,2023-06-08 16:27:56,84.34,M039,Debit,Memphis,3,248,False,0.1428571428571428,False,0.4710866398123865
AC00460,TX000756,2023-09-07 16:27:03,1607.55,M031,Debit,Phoenix,1,156,False,1.0,True,0.7085806704958824
AC00154,TX000757,2023-11-30 17:53:48,333.78,M057,Debit,San Diego,1,98,False,0.8,False,0.2923485513746685
AC00190,TX000758,2023-07-13 17:50:13,332.59,M060,Debit,San Antonio,1,143,False,0.8,False,0.2481229291520967
AC00156,TX000759,2023-10-26 16:59:55,236.81,M013,Debit,Oklahoma City,1,15,False,0.4,False,0.18850972163476934
AC00005,TX000760,2023-06-26 16:21:14,417.8,M066,Credit,Philadelphia,1,130,False,0.6666666666666666,False,0.3153818099774625
AC00126,TX000761,2023-08-07 16:54:58,319.27,M052,Debit,San Antonio,1,150,False,0.8571428571428571,False,0.3409359227306535
AC00201,TX000762,2023-05-24 18:32:58,384.1,M004,Debit,Detroit,1,172,False,1.0,False,0.32448972727233505
AC00165,TX000763,2023-03-03 17:18:59,820.62,M084,Credit,Fresno,1,158,False,1.0,False,0.40658168534764394
AC00420,TX000764,2023-12-25 16:28:20,474.77,M073,Credit,Indianapolis,1,50,True,0.75,False,0.5971366596211451
AC00329,TX000765,2023-09-04 18:37:57,542.72,M100,Credit,Indianapolis,1,92,True,1.0,False,0.5121069089811513
AC00037,TX000766,2023-12-22 17:17:34,79.8,M070,Debit,Fort Worth,1,76,False,0.5,False,0.24997928685295775
AC00293,TX000767,2023-03-13 16:05:46,46.24,M043,Debit,San Diego,1,52,False,0.5,False,0.14412675796135382
AC00481,TX000768,2023-11-23 17:44:29,327.8,M054,Debit,San Francisco,1,54,True,1.0,True,0.7809118882728965
AC00233,TX000769,2023-07-07 17:19:39,445.79,M052,Debit,Las Vegas,1,161,False,1.0,False,0.32028436393610915
AC00235,TX000770,2023-08-17 16:54:30,55.89,M026,Debit,Fresno,1,150,False,0.2857142857142857,False,0.16185001201860186
AC00324,TX000771,2023-02-09 16:28:58,158.41,M013,Debit,Sacramento,1,16,False,0.4,False,0.3084418643228529
AC00029,TX000772,2023-11-29 18:38:41,101.19,M033,Credit,Denver,1,75,False,0.3333333333333333,False,0.32742322630236276
AC00093,TX000773,2023-01-17 17:25:13,827.14,M018,Debit,El Paso,4,265,False,0.8888888888888888,False,0.6114228531255879
AC00141,TX000774,2023-05-22 18:45:23,61.97,M056,Debit,Phoenix,1,95,False,0.2,False,0.4779540549020585
AC00061,TX000775,2023-06-14 16:34:54,27.21,M050,Debit,San Jose,1,102,False,0.4,False,0.29945725602711404
AC00092,TX000776,2023-09-08 17:48:22,173.74,M074,Debit,Houston,1,64,False,0.625,False,0.31815455790913727
AC00354,TX000777,2023-08-10 16:48:55,176.11,M091,Debit,San Jose,1,105,False,0.6,False,0.2513616802845878
AC00358,TX000778,2023-11-10 18:02:07,88.4,M065,Debit,Fort Worth,1,174,True,0.375,False,0.576104984492829
AC00078,TX000779,2023-06-20 16:27:07,567.92,M042,Debit,Columbus,1,14,False,0.6666666666666666,False,0.3898457655485251
AC00013,TX000780,2023-12-11 17:29:02,138.11,M001,Credit,Phoenix,1,104,False,0.5,False,0.37117729662702914
AC00030,TX000781,2023-09-26 16:18:33,456.93,M006,Credit,Virginia Beach,1,193,False,0.8888888888888888,False,0.46919589536744927
AC00074,TX000782,2023-04-25 17:00:15,101.42,M036,Debit,Atlanta,1,146,False,0.6666666666666666,False,0.3636790528486964
AC00399,TX000783,2023-05-01 17:21:46,300.61,M006,Debit,El Paso,1,51,False,0.8,False,0.4105521649799988
AC00323,TX000784,2023-06-05 16:11:07,265.94,M085,Debit,Boston,1,132,False,0.75,False,0.27125530721254193
AC00107,TX000785,2023-01-24 16:05:40,345.54,M050,Debit,San Diego,1,50,False,0.6,False,0.2739467457967472
AC00211,TX000786,2023-01-10 17:40:16,411.52,M023,Debit,Los Angeles,1,88,False,0.5,False,0.3453789161253014
AC00297,TX000787,2023-08-21 18:36:41,111.21,M076,Debit,Portland,1,111,False,0.4,False,0.30443904737272004
AC00102,TX000788,2023-08-28 17:34:17,316.37,M088,Debit,Colorado Springs,1,86,False,1.0,False,0.2756078515028131
AC00196,TX000789,2023-12-20 18:58:27,260.63,M005,Debit,Fort Worth,1,142,False,0.5,False,0.20654788614579497
AC00342,TX000790,2023-03-27 16:48:34,92.36,M092,Debit,Dallas,1,144,False,0.3333333333333333,False,0.22337426338079966
AC00027,TX000791,2023-09-11 16:09:15,262.06,M029,Debit,Oklahoma City,1,118,False,0.6666666666666666,False,0.160219584473408
AC00339,TX000792,2023-08-17 18:32:19,64.5,M062,Debit,Denver,1,230,False,0.3333333333333333,False,0.15032565827967326
AC00468,TX000793,2023-01-11 16:56:58,253.55,M007,Debit,Jacksonville,5,85,False,1.0,True,0.8166321823750539
AC00262,TX000794,2023-03-15 16:33:09,408.28,M028,Credit,Nashville,3,125,False,0.6,True,0.6252343668985499
AC00425,TX000795,2023-06-05 16:16:13,175.94,M044,Debit,Indianapolis,1,89,False,0.2857142857142857,False,0.257078334209239
AC00161,TX000796,2023-08-14 16:26:38,199.47,M041,Debit,Detroit,1,142,False,0.5,False,0.16630358295537928
AC00417,TX000797,2023-01-23 18:06:58,51.07,M017,Debit,Dallas,1,133,False,0.4,False,0.28203584102191587
AC00208,TX000798,2023-12-29 17:17:48,435.86,M075,Debit,Jacksonville,1,134,False,0.5,False,0.32249521860411945
AC00304,TX000799,2023-01-30 17:17:38,74.73,M009,Credit,Jacksonville,1,162,False,0.2727272727272727,False,0.5449968293965521
AC00166,TX000800,2023-10-25 16:21:15,182.79,M013,Credit,Louisville,1,14,False,0.5,False,0.2988615255210956
AC00279,TX000801,2023-01-20 16:09:37,628.36,M005,Debit,Austin,1,108,False,0.8888888888888888,False,0.238243331489591
AC00114,TX000802,2023-02-21 18:13:02,268.39,M021,Debit,San Antonio,1,177,False,0.5714285714285714,False,0.3419998605739456
AC00411,TX000803,2023-05-11 16:36:38,362.27,M051,Debit,Jacksonville,1,47,False,0.8333333333333334,False,0.3246875361173292
AC00380,TX000804,2023-08-14 18:01:36,560.15,M059,Credit,Memphis,1,92,False,1.0,False,0.4184977903701059
AC00272,TX000805,2023-06-12 16:58:04,351.99,M001,Debit,Chicago,2,45,False,0.75,False,0.34273722955558644
AC00202,TX000806,2023-03-13 17:01:57,132.36,M094,Debit,Colorado Springs,1,160,False,0.1666666666666666,False,0.11068133559134867
AC00053,TX000807,2023-11-01 16:55:58,24.77,M002,Credit,Nashville,1,17,False,0.1428571428571428,False,0.5737188269865876
AC00316,TX000808,2023-11-07 17:38:05,668.67,M019,Debit,Detroit,4,143,False,0.8333333333333334,True,0.6614059585308973
AC00422,TX000809,2023-05-19 17:28:42,80.24,M016,Credit,New York,1,58,False,0.25,False,0.29587063347364967
AC00083,TX000810,2023-11-20 16:28:19,8.65,M060,Debit,Mesa,1,198,False,0.3333333333333333,False,0.3315907630497163
AC00125,TX000811,2023-03-15 16:37:04,178.91,M035,Debit,Omaha,1,19,False,0.6666666666666666,False,0.20830104350064155
AC00227,TX000812,2023-12-08 17:05:33,115.22,M063,Debit,San Francisco,1,108,False,0.4,False,0.3336728104320268
AC00292,TX000813,2023-12-25 16:32:44,161.63,M077,Debit,San Jose,1,276,True,0.4285714285714285,True,0.7325839417441087
AC00319,TX000814,2023-12-07 18:28:50,542.75,M045,Credit,Nashville,1,63,False,1.0,False,0.5030758906903207
AC00431,TX000815,2023-05-01 17:31:34,317.47,M083,Credit,Sacramento,1,16,False,0.7142857142857143,False,0.4285428415225368
AC00365,TX000816,2023-02-20 18:03:01,280.99,M096,Debit,Houston,1,29,True,1.0,False,0.4548824792495767
AC00050,TX000817,2023-02-08 17:33:08,24.19,M061,Debit,San Diego,1,28,False,0.2,False,0.34649663339451836
AC00129,TX000818,2023-08-15 16:57:27,586.85,M014,Debit,Mesa,1,86,False,1.0,False,0.4538909148754843
AC00366,TX000819,2023-06-19 18:12:16,372.41,M088,Debit,San Diego,1,143,True,0.625,False,0.5285550808420778
AC00452,TX000820,2023-07-25 18:28:57,63.17,M039,Debit,Fresno,1,148,False,0.4285714285714285,False,0.24516104968935615
AC00339,TX000821,2023-10-31 17:06:08,383.69,M064,Debit,Colorado Springs,1,285,False,0.7777777777777778,False,0.24236754000216668
AC00389,TX000822,2023-05-22 17:58:55,247.17,M096,Credit,Chicago,1,149,False,0.6666666666666666,False,0.35571048589554916
AC00188,TX000823,2023-08-11 16:43:41,48.78,M006,Credit,Kansas City,1,136,False,0.4,False,0.5313797414401359
AC00039,TX000824,2023-10-19 16:34:39,4.15,M019,Credit,Omaha,1,119,False,0.1428571428571428,False,0.5663754613647592
AC00319,TX000825,2023-08-01 17:14:17,60.99,M037,Debit,Oklahoma City,1,58,False,0.2,False,0.32135495408486325
AC00077,TX000826,2023-12-15 16:48:08,408.19,M038,Debit,Mesa,1,241,False,0.6666666666666666,False,0.2031757306617768
AC00131,TX000827,2023-04-07 17:37:34,524.6,M002,Debit,El Paso,1,76,False,0.8888888888888888,False,0.4221321126196245
AC00180,TX000828,2023-10-10 18:12:07,108.96,M070,Debit,Milwaukee,1,247,False,1.0,False,0.319718195552928
AC00249,TX000829,2023-12-18 18:34:33,70.03,M073,Debit,Nashville,1,49,False,0.6,False,0.21038182211143155
